,txt,sentiment,num_of_words
3576,"one of the best ever: this book it simply one of the best science fiction stories ever written. it should be on the ""must read"" list for any sci-fi fan.",1,30
3577,"just kidding around: this book was hilarious. i read it yesterday, and i am still laughing my asimov. get it? hahahaha. huh. okay. nevermind.",1,24
3580,foundation and the complete series: couldn't put any of the books in this series down. there is a college education in those books!,1,23
3585,"amazing asimov read !!!!!!: i can't say enough about this book, weather you like sf or not this book is a must read!!! it's more about people/civilizations/political systems than sf but either way i highly recommend it.as for sf it is simply the best sf book ever written!!!!",1,48
3618,"a must read for parents and teachers!: i love this book!! it is an easy read and provides problem-solving approaches and communication techniques that improve the behavior of children, teens, and adults. it further identifies social issues resulting in the breakdowns of our moral intelligence with reminders on how to improve.",1,51
3625,great! must have it!: this book is a hands on training. it covers every aspect of the software. excelent source for those who want to learn 3d studio max.,1,29
3635,love it: great movie!!! cage is a great druggie i mean for being a cop. what a way to gain trust from the bad folk's.,1,25
3652,"all nicolas cage: he is such a good actor that he can take this ""plot"" and make a good movie out of it.",1,23
3683,great service: i was very happy with my product i absolutely love it!!! and it was brand new at a very reasonable price. gonna continue my shopping on amazon.,1,29
3687,clear cut disc: no problems whatsoeveri remember why i love the show so muchthis dvd is much cheaper here than at other retailersi wonder why though only 6 episodes on the 1st season...maybe they needed for it to catch onthats understandablethere's a great memorial feature for john ritter too,1,49
3702,a good deal: alot of people have complained that this could not possibly be the entire first season of the show but it is.... even if the show had such a short first season it was still a really good deal. it arrived right when it was supposed to and it's a pretty good aswell!,1,55
3710,"=^): this is such a cute show! even after all these years im still in love with all the charactors and even the reruns are fun to watch. every season of three's company's great, definatly worth the $$",1,38
3711,three's company: this is one of the best comedy ever in the world tv until now i am still watching this comedy every time,1,24
3712,classic television: what can i say about this show except it is a good example of what a classic series is all about. any john ritter fan has to add this to their collection. i intend to purchase the entire series.,1,41
3713,very funny: these are just as funny now as it was when i was little. these dvd's are an excellent gift for the three's company lover in your family.,1,29
3717,buy things from these people: i ordered a rare cd that i had a lot of trouble finding in other places. it was cheap and got to me over two weeks earlier than amazon estimated. this vendor will be at the top of my list when i purchase my next cd.,1,51
3732,great camera: this is a very easy to use camera with excellent video. read the reviews and did not hear any humming noise when operating and the low light pictures were very good. the still pictures are good for the internet but are not good enough quality to use as a regular camera.,1,53
3737,gets the job done right!: i have two long haired cats and these are by far my favorite lint rollers--super sticky and gets the job done in record time.,1,29
3752,if interested in knowledge of the buddist religion; this is a must book: from start to finish it left you with knowledge and a possible desire to get in deeper. i read the entire book in only two sessions.,1,39
3753,provides a great foundation for further studies.: this is a very handy little book. it answered many fundamental questions i had about the buddhist philosophy. the book helped me to realize that i am a buddhist - no matter where i am in my path.,1,45
3755,"great book, good service: the book arrived in a little more time than i expected, but it was within the time frame indicated. however, i am happy with the book's condition. it's better that described. great book and price.",1,39
3757,"kiss guide to photography: while old and out of print, this book is a very good way to learn the basics of photography. you have to ignore most of the references to digital cameras as the technology has changed a lot.",1,41
3774,very good heart wrenching story: i read this book many years ago. i was touched by her story. i can not speak for the kindle formatting on this. only to the books content. excellent.,1,34
3777,liked it: this was a fascinating look at mental illness. i could really feel her pain and understand how easy it would be to slip into this state.,1,28
3803,"amazing: within 24 hours of using this product there is already a huge difference in my skin. i love it! it's light, it smells great, and it really does what it claims to do.",1,34
3809,i like turtles: i like turtles. and mad max. excellent movie. i like very much. i love him. and the bad guy was good in farscape.,1,26
3810,great movie: a good collection and will be a long time favorite a movie to be never forgotten. mel is a good actor,1,23
3829,"mad rod: for a long time i've been waiting for this dvd, it becames my way of life, i bought a cb750 and a f-100 v8. these kind of vehicles really amaze me.",1,33
3870,"good: a gift for my friend he loved it is a child movie and could find it anywhere but here, great price and fast shipping",1,25
3874,a must see!: this movie is very entertaining to both adults and children. it is a fun and witty movie that you can watch again and again and still have a good time with! i would highly reccomend getting the video,1,41
3875,"well worth seeing! martin short is excellent!: we rented the video and then went out and bought it. it's entertaining and fun for both kids and adults. if you like martin short, there are a couple of scenes that are really worth seeing.",1,43
3891,"1924-p silver peace dollar: i purchased this coin for my mother as a birthday present because it is the year she was born.it is exactly as described on the bid sheet, and i am well pleased.",1,36
3911,awesome!: this was the first novel i've read by shari macdonald. it was great. she ranks right up there with lori wick and lori copeland. this is a must read.,1,30
3919,it was the best night world book!: compared to all the night world books this one is the best! i love how rasheal is so brave and finds her soulmate while fighting vampires.,1,33
3934,great puzzle: my 3 year old granddaughter loved this puzzle. it is very colorful i would definitely recommend this puzzle. it is very well constructed.,1,25
3936,love these puzzles: i have purchased several m&d puzzles for my 3 year old granddaughter and she loves putting them together. very durable and colors are so vibrant.,1,28
3941,very pretty and good quality: my two year absolutely loves puzzles and this has been a great addition to our collection.. it's sturdy and i don't think she'll be able to wear it out or break it.,1,37
3964,"you must get this soundtrack: there are two soundtracks for this movie, get this one. yes, it is a bit more expensive, but if you want to get the full expierience of an incredible soundtrack with even more incredible talent performing it, then this is an absoute must!",1,48
3965,"i surprisingly enjoyed it: i normally don't like this kind of music but i really enjoyed ""evita!"" it was surprisingly good for me and it will be ""surprisingly good for you.""",1,31
3980,this is so useful: i have had my handbook for a few years and this book has helped me with a bunch of papers for college.,1,26
4003,"convenient twin airbed: first airbed i received had a leak, sent it back and got the next one within 4 days. super convenient to have the built in electric pump and super fast to inflate. takes a bit of an effort to deflate, but that is expected for pretty much any airbed.",1,52
4020,great buy!: this bed worked great for when i had company over. i needed something that was easy and compact so i can store it when it's not needed. i like having the pump built in because there's no chasing the thing around when you need to use the bed again.,1,51
4022,perfect for grandchildren: we always have lots of grandchildren around and they are getting older so this bed comes in handy. because it is raised up it is easier for me to put sheets on. so glad i tried it.,1,40
4025,"quality: i liked this, my guests said it was comfortable. it stayed inflated for the 7 days of guests and no one complained about it.",1,25
4026,good buy: i've had this for 3 months now and it gets used about once a week and so far has held up well. so easy to use and takes no time at all. i would recommend this product.,1,39
4051,perfect for me: i like iti was looking for it i found it i got and i am enjoying it to the fullesti recommend it to anyone,1,27
4070,"very convenient and easy: i bought this to stay in my daughters dorm room where space is limited and it worked great. don't need a pump its all built in. stayed 5 nights and added air with the flick of a switch, i like it very firm. would buy another if needed.",1,52
4090,great: this really worked out well for me! it lost a little air but that is to be expected. i use this during the holidays when extra people are visiting.,1,30
4091,it must be good...: i tried it out and fell asleep on it. no noticeable leakage overnight. it seems to me like a good buy.,1,25
4098,good!!: i like this product. the power code is nicely kept in the unit so i do not have to worry about losing the power code. kids love it when their friends come for sleep over. quick and easy to use.,1,41
4118,"nice rest: really nice portable bed, i don't wanna back sleeping in a regular bed!!!. i highly recommend this item for everybody who is looking for a good bed to be sleeping like a baby.",1,35
4119,i would definatly buy this again: the bed was comfortable and filled easily. it's only draw back was that did not fit all the way back into the carring box.,1,30
4152,"good kids book!: we just got this book and again it is great. diane layton does a great job speaking to little ones about something so very serious and making it understandable. i have loved everyone of her books that we have received. they are wonderful, i wish there were more books like these!",1,54
4165,a must for fans of the band: this is a terrific video - especially if you are a fan of the band.i never realized how great richard manual was until i saw this video.,1,34
4169,"the naturalist's guide: this book is literally a naturalist's guide. i can't believe there are not more 5 star ratings of this book. as an arborist, birder, and wildlife biologist born in the piedmont i recommend this book.",1,38
4192,okay.....: i think the rabbit part is kind of bothersome and i thought the actual shaft would vibrate not just the rabbit. weird.,1,23
4210,wow!!: this product definitely does what is said to do. i haven't had any problems with it and its not too thick and the power is great.,1,27
4222,seems to be good!: this seems to be good so far only used it once. i really thought that the shaft vibrated but it does not. love the bullet in the rabbit ears... so far so good!,1,37
4273,"it's all good!: this timer is awesome! it's very easy to install, and because it operates on a 9 volt battery, i won't hafta replace as often as my old timer that used 3 aas",1,35
4286,"one of the best: i enjoyed this book tremendously! butch harmon tells it like it is, without pulling any punches! this is a story that needed to be told; it really gives us insight into the world of professional golf.",1,40
4295,"the best eye gel i've ever used!!: i have been using this eye gel for a few years now and while i am approaching 50, my eyes sure don't look it!",1,31
4308,ki a road anyone can walk: this is a very interesting book describing ki and how anyone can use it for various applications in life. anyone would be happy with this book.,1,32
4318,like buttah!: saw barbra in atlanta and this is a wonderful album to bring back the memory of an unforgettable experience! i just hope there is a dvd planned!,1,29
4345,"my daughter loves this toy: i bought this for christmas. it was somewhat challanging to put together properly, but after that it was quite fun for my five year old. i know when she plays with this due to the sound fx.",1,42
4360,okay: i liked the book but it wasn't one of my favorite reads. it ended up being a good book overall.,1,21
4362,entertaining book: it is hard at first to keep all the characters straight but it was a good book. the portrayal of a working first time mom and the two different worlds is insightful. there were a couple surprise twists.,1,40
4378,"dark fantasy with morals: i loved this book, because it teaches people why not to have enemies due to consequences. judging people like saying someone is a dork, jock, etc. could be murderous like in the book they killed themselves. it is realistic but fiction.",1,45
4382,"feedback: i ordered textbooks for my child's high school classes. i was pleased to receive the books within a short period of time. also, the books were all in great shape upon arrival! i felt each book that i received was accurately described.",1,43
4395,this book makes it very easy to understand the writing in this book.: this book makes it so much easier to understand the context of this book. there are definitions of some of the words that are almost impossible to understand. there are character explainations as well. very good version for a student!,1,53
4412,book review: shipped promptly! just what dauther needed and in time for her to read for her english class! i would recommend!,1,22
4414,i don't know: i don't know want the book is about yet hahaha so can i read now? thank you ? this is i don't know,1,26
4425,"the best of shakespeare: this is the best tragedy ever written. i wish this had professional audio! i recommend this book to any, and everyone.",1,25
4427,"a must have: if you're a dolly parton fan (even somewhat of a fan), this is a must have for your collection. it will not disappoint!!",1,26
4466,book review: this book does not have the most up-to-date photography but they are good enough and the general sentiment and prose are very nice. it gracefully combines science with the wonder of it all which makes a lovely combination. i had it 26 years ago when i was pregant and still recommend it.,1,54
4467,"know what is happening inside you: pregnancy can be a very long wait. this book helps a lot by giving you a month by month accounting of what is happening in the development of the baby, both in words and with awesome photos.highly recommend for any new mom-to-be.",1,48
4469,"great book - a must for every pregnant woman!: this is the same book i looked at every week when i was pregnant, and now my granddaughter is using it! awesome!",1,31
4486,best parenting book: this was the best parenting book we ever read. it teaches you how to tune in and listen to your child and really hear what they say and don't say. i now give this to everyone i know who has a child.,1,45
4487,awesome kids drum set!!!: we bought this drum set for our 4yr old son & he loves it! it was easy to assemble & it is very stable. it produces great sound & it will last for years!,1,38
4497,"excellent find: very interesting book. was one of those you do not want to put down. it gave a different perspective of the happenings of the manson family. however, one must keep in mind it was recorded from what charles manson believed happened. great book.",1,45
4499,"manson shows true power over his ""family"": manson shows it power and raps about his feelings over what really happend in 1969. in my opionion this book was chilling and addicting. if you want to witness the true power of manson and is words, read this book",1,47
4547,"it's the message: this is all about the message. the madman, the lighthouse keeper. i know it all sounds strange and all that, but listen to the words. it may just give you hope!",1,34
4567,"my dali introduction: dali is a great beginner's book to him. i love his art, but am not really a huge or knowledgeable art fan.chock full of pictures and a little history it was a great buy. no i know what the names of his art is and can start looking for his prints.",1,54
4625,thrilled! and warm!: i bought this to help heat a bath off my master bedroom. it works like a charm i run it for twenty minutes prior to hopping into the shower and no more shivering!,1,36
4629,10 channel mixer: i bought this mixer for my husband off his wish list. he was very excited and loves it!!!!!,1,21
4635,clifford: this is a very good book for the younger readers. it is straight forward and gives good halloween costume ideas for little kids,1,24
4646,real life hero: just as good now as when i bought the album when it first came out. good diversity in the music. this album was originally thought to be the beatles reformed.,1,33
4680,"great book and series: great book and series. this was the 3rd time through the series. just wish they had the last and final book in the series which was ""whirlwind"" when i was ready for it.",1,37
4681,"great book if you are into wwii history of the pacific: after living in singapore for seven years, i read a lot on the war in the pacific.this is one of my favorites. though fictional, it captured what i saw and read about the japanese occupation.clavel is the one of the best.",1,52
4682,"outstanding!: if the human condition under extraordinary circumstances interests you, then this book is a must. it's kind of a non-sequitur in the context of the whole asian saga, but i found it to be absolutely captivating, and a couple of the main characters make a later appearance in noble house.",1,51
4683,"really liked the book: when i first read the book a lot of years ago, i loved it and thought it should have been made in to a movie it's been at least 30 years since i first read it. i enjoyed it so much",1,45
4688,my son loves it!: my son learned his numbers so quickly with the help of this puzzle. he loves all of the melissa and doug chunky puzzles and i figured this would be great to help him learn his numbers. i was right! great present! highly recommended!,1,47
4691,cute: my 2 year old daughter really enjoys this puzzle. perfect for learning numbers and counting. i would recommend for anyone with a toddler. not so much for babies as i have found they end up chewing a ruining the pieces...,1,41
4694,i love these puzzles.: my almost 2yr old learned her numbers with this puzzle. it's wonderful and easy for little fingers. this is definately not a cheaply made puzzle.,1,29
4738,intersting: this book has opend up my eyes. robert frost is in my mind one of the best potes in the world.,1,22
4788,pretty good: the set-up was a little weird and random but the writing was excellent. it was fun to read.,1,20
4790,a very important book: this is a powerful book. it is written in a clear and engaging style. it is important that people know about the human rights abuses going on in sudan. mr. bok's story does this in a meaningful and moving way.,1,44
4792,great read!!!!: shows how the story of one man can make a difference. such a good read about the life of a slave. something alien to a lot of people. the book draws you in from the start you wont want to put it down.,1,45
4800,okay: this is an okay player. i never had skipping problems. the music played pretty good. i rate it okay.,1,20
4809,"value is the issue here: yes, this isn't the best space heater i have ever owned, but it has a unique shape where it doesn't gather a bunch of dust, like past heaters have, and you can't beat the price for its performance.",1,43
4836,"i loved this book: i read several reviews on this book already, and feel that what i have to say about this book has already been said. i loved this book, and found it to be quite the page turner.",1,40
4847,"great book, but get the paper version if you can wait: this book looks like such a great resource into veganized 'authentic' italian. very excited to try some recipes. however, the kindle version is strange and often slightly out of order.",1,41
4895,excelent product!: i definitely like this. all the features that has makes this product smooth and easy to operate.definitely recommended.,1,20
4905,"he likes it!: i bought this as a gift for my husband and the more he uses it, the more he is thrilled with it. only downside is the weight.",1,30
4908,"sansa sandisk 8 gb: i've had this product about 3 years now and use it everyday. i'm amazed at the quantity of music that i can put on it. i haven't used the video part of it, but, in a pinch have used it while djing when my other equipment failed. i totally recommend this.",1,55
4925,"good value for the money: i purchased this mp3 player for my daughter who really likes it. she experienced some difficulty at first downloading her music, but this problem has been resolved.the player is very easy to use - she did not even need to read the manual.",1,48
4934,"wonderful device: i purchased this for my husband to load a recertification course on and study. he also has music on it and is enjoying it very much. it was a great price, especially for this much memory. and amazon's service was great as usual.",1,45
4948,"quick review on public speaking: if you can get past the setting of the book, it provides lots of helpful hints on presenting various subject. a very good read. i am planning on purchasing other books by this author.",1,39
5014,"great read: this is a great book so far. i am a little farther than halfway into it and it is great. although the writing is a little choppy at times, it is definitely worth it.",1,36
5020,true crime written well: this book was a fast and intense page turner. it was scary and interesting since watching and reading the case in the news. the book was well written by the prosecutor. i recommend this as a read because it was one of the crimes of the century.,1,51
5023,"reread of helter skelter: many years ago, this was a popular,horrible event. just wanted to read it again as an older person so see if my images had changed of the book.",1,32
5057,i love my card holders: it makes so much easier to hold my cards and my friends like them very much. thanks for selling this product.,1,26
5066,very handy: i play hand and foot every other week and the four of us love using these. you get 13 cards and it is very handy to have.,1,29
5123,much needed: i bought these to go with the jawbone 2 because the ear piece they use will not stay in your ear and the loops that go over your ear just does not fit.these are great and they set in your ear nicely.,1,44
5157,good: i have not really had a chance to use these but my daughter states that it works for her very well.,1,22
5162,"very good.: these are very good and not expensive.you buy these at staples and they charge $5 more.i agree that a public exchange is needed. if anyone knows of one, can you please post that information here. we'll all appreciate it!anybody want to trade the extras?",1,46
5190,"odyssey (vhs): i needed this in a timely manner to replace the department video that had been misplaced. i ordered it the day before thanksgiving, and it was shipped out to me the friday after. it arrived in good condition in plenty of time for me to review before using it in the class room.",1,55
5214,"the coolest: i wore this shirt to work one friday (casual day) and one the my co-workers told me ""i've worked here 7 years and that is the coolest shirt i've ever seen."" need i say more.",1,37
5223,good concert: always been a cocker fan and this one will not disappoint. given the age of this concert the sound and picture quality is ok...would rock in blue ray however!,1,31
5226,useful: needed for class. it got the job done. interesting book and i'm glad i had to read it. would recommend.,1,21
5228,this is a keeper for sure: i have personally used this edition of the psalms for quite a while. because i enjoy it so much i have purchased several copies for friends,1,32
5234,"less than smith is capable of doing.: wilbur smith is my favorite author, but i was disappointed in this book. it appeared to be written hastily and without the wonderful descriptive phrases he normally uses to paint his stories background. never the less i still read it cover to cover.",1,50
5238,very action packed and cool: i like this movie. i like the part when moby dick attacks. i think the captain is weird.,1,23
5239,in good condition: always nervous about purchasing a vhs tape ...but wanted to see this version of the movie and it was the only format in which i found this version available. in exactly the condition as advertised. played perfectly.,1,40
5264,"one of the best from deborah smith: i have enjoyed a few books from this author, but this one, was one of my favorites. i could not put it down to see where the story line was going and i was not disappointed! love the strong characters and the flow of the story.",1,53
5271,great handbook: i'm a student of applied chemistry and this book has everything you need too know as undergraduate of statistical thermodynamics,1,22
5291,"adequate: the springs on this hanger are a bit tight. it will accomodate plates of the sizes indicated. i have purchased other holders that are more flexible, and will hold a wider range of sizes. all in all, it does the job.",1,42
5292,"blues-psych, somewhat like cream: 1969 blues-psych. reminds me of cream though not as good. singer is scottish and really has the accent at times. good if you like this type of music.",1,32
5296,great cards: this is an amazing deck of cards. they are very easy to use with some practice and you can fool anyone into thinking you are a true magician. this is a great buy for anyone who likes card tricks. it is lots of fun.,1,46
5303,"wonderful!: i first read this book in 1962. today, i can remember the characters as if i had read the book yesterday. a beautiful love story written in a gentler time. a story that will tear at your heart and conscience. very moving!",1,43
5320,"wonderful book: i love this book, it has different kinds of projects that you'll enjoy, and the charts are neat, i love it!!!!!!",1,23
5341,good movie: i love the full screen edition of the movie. i do not like the movies that is half screen. i like this movie because it reminds me that there is life after divorce or any other life altering event. but we have to move forward to achieve it.,1,50
5343,a very pleasant story: diane lane gives a great performance in this romantic/fantasy driven movie. i know many people dream of going to another place to escape the pressures of daily life and this movie does that for you. if you like romantic movies in a far away land then this movie is for you.,1,55
5354,"great movie: my only complaint is the length of time it took to arrive. could not use a gift as planned. somehow, shipping needs to be speedier!!!",1,27
5396,"it was pretty good, but could have been better.: i gave this movie 4 stars because it was a good movie. however, it is quite depressing at times. diane lane just can't catch a break. it is kinda slow, but i'm very pleased to have seen it.",1,47
5418,hard to trust any other battery: i got an off-brand battery as an extra for my sd800 is and was disapointed with the life. the canon brand is worth the extra cost.,1,32
5426,"fine battery: i purchased this as an extra battery for a canon sd800is. it is the same as the original battery and is canon ""branded"". a third party battery is available locally at twice the price, and the canon version for almost three times the price. this is a good buy.",1,51
5459,non-stop action...what's not to like about this movie?: i'm not sure why this movie didn't do well. it has it's faults but so do many movies that others praise. my biggest complaint about this movie is it has several editing problems. overall...it is a very entertaining action movie with a fantastic story line.,1,53
5487,needed for class: not too much to say; it is the book i needed for class and i got it at a good price on amazon.,1,26
5511,jack and the giant: a story full of beans: this wonderful book has a great southwest twist and the illustrations are incredible!,1,22
5513,long time quilter: i really liked some of the simple quilts in this book. a change from some of the challenging patterns. brings you back to your roots. thimnbleberries has always been one of my favorites.,1,36
5518,"god's dawn for every darkness: this is a wonderful, encouraging, faith inspiring book. well written, concise. thought provoking, inspirational, devotional. very good to read on the run or to meditate on. highly recommended. i have it and am giving it as gifts@",1,42
5525,good for the price: i had been looking for a spare set of flannel sheets for my bed. these are not the best but they certainly are good enough. they are a bit thin but soft and warm. i do recommend them.,1,42
5542,great toy: the toy is pretty awsome. it is a lot of fun and really cool. the only problem is that the batteries die really fast.,1,26
5544,"coooooooooooooooooool: this toy looks really cool, but i think they should make it have better graphics and a better screen.",1,20
5562,nice for uniforms: they have a little bit bigger size . i ordered a medium shirt for my kid and its a little bit big. i haven't wash it yet if this shrinks it will be perfect for him.,1,39
5574,"great!: got this one for my girlfriend, she really likes it a lot so im happy, sometimes sounds a lot like king diamond haha but what can i say it sounds good!",1,32
5587,great: even though i am an atheist/agnostic i still appreciated this book for what it was... funny. i particulary liked the philosophers. but the greatest character had to be om.,1,30
5591,"i'm a terry pratchett's fan: nice critic about inquisition times combined with a great introduction to small gods concept for those not familiar with it. makes you think about faith while it makes you laugh about everything. if i had not read better pratchett's books, i would have rated this with a five",1,53
5596,"a+: the book came really fast and was in great condition, i cant wait to read it i would order from them again for sure.",1,25
5606,grandma loves it: we have some native roots and my grandmother found this book fascinating. i bought her several iroquois books from amazon as a christmas gift and she loved them all. she keeps calling me to tell me about them.,1,41
5633,poid review: the book was new and in perfect condition. the price was well below that of many competitors. it was sent in a timely manner. i would gladly buy from this company again.,1,34
5639,"zelia duncan: this is an excellent dvd. the music is fantastic, the singer is great and the musicians are the best. i highly recommend it!",1,25
5659,"good value: if you are a construction guy a straight edge is critical, they are sometimes hard to find at a good price/quality. this one fit the bill and fits [tightly] in my stabilla 8' case with a level.",1,39
5676,"hard times...: i liked the service and it got here very quickly, but the book itself really needs to be laminated almost if you actually want to use it, otherwise it looks very used, very soon.",1,36
5681,"great!: this game is awesome! if you are looking for a really nice and very addicting playstation 2 game that will never make you bored! i would highly recommend this game! the 3d action, and great quality makes this game outstanding, and for amazon's very low price, this is a must have!",1,52
5692,megaman pet: this toy is so cool its the best toy i have ever had and i'm 11i think evryone should get one so there would be alot of kids you could battle with,1,34
5702,egyptian technique: this is a wonderful video. teachings egyptian technique and combos- i love it. it has helped me become a better dancer.,1,23
5741,"boring but useful: i must admit, this book is pretty lame in its organization and all. but there was still a load of stuff that i wouldn't have known, so there is some useful content here. (heh...i couldn't have passed my test without it...)",1,44
5750,book: armed response: a good book for self-defense folks. i was hoping for something new but it pretty much reiterated what we already know (preaching to the choir). not a bad evening read.,1,33
5753,"life changinging book: this book will change your life ( work,relationships at home,friends),if you understand and practice the skills described in the book.it changed my life.many thanks to the authors.",1,30
5761,"nikon eg-d2 audio video cable for nikon: this item is very well built, and works great with the nikon camera it was purchased to support. i recommend this item.",1,29
5763,"4,5 stars amazing album: if you like slayer then this is a must album. the drums with dave lombardo are once again simply perfect. the songs are very rhytmic and aggressive. the sound of the guitars and the vocals are really great. just buy this album .",1,47
5764,"great book in every way: this is the ultimate book on bettie page. this book is for every true bettie fan. even contains an introduction from bettie herself.if you really want to follow the history of legend, this is the ultimate book on betty mae page!",1,46
5772,"cute book and a fast read: absolutely charming book, great for all grade levels. i usually run for the gory, werewolfie or anne boleynesque books, but it was refreshing to pick up something sweet and interesting for a change. buy this for the mg reader in your life, but read it for yourself first!",1,54
5783,"great music: this is a great music dvd i love it. lot's of rock stars and loads of songs, i am very pleased. money well spent, if you like this dvd you will love ""a concert for george"" that was a ten plus+++++",1,43
5793,"this is a concert.: the world's best performers together. i guess the only one missing was peter gabriel, but oh well, he missed it.extremely recommendable.",1,25
5795,"good lens cap: this is a good lens cap and does meet the purpose. personally, i wish it had a hole in it so it could be attached to the camera like the original lens cap that came with the camera.",1,41
5801,very good: i bought this lens cap as replacement for my stock on canon 70-200 f/4 none is l lens after i misplaced it.it fits perfectly good build quality from a plastic.,1,32
5802,lens cap: this lens cap works good. it is of good quality and fits my camera lens filter with no problem. i put it on my canon sx40 with with this size adapter and filter.,1,35
5806,"imho not for children: i found the beginning to be interesting, albeit kind of sad. but when it turned to what i guess is an opiate trip, it got downright creepy. gave me nightmares.i'd heard of it forever and i'm glad i read it. but i would not read it again.",1,51
5811,great story!: i read this book in one day. that's a big deal for me. i thought the author did a fantastic job.,1,23
5823,"good quality: i have bought two of these, about a year apart.the last one i bought had a nicer finish to the edges, not just cut leather.really nice, and i get compliments all the time on it.",1,37
5830,"it works with my seven year old sony bravia: my husband is using the 3.5mm stereo headphone extension to watch tv, with my seven year old sony bravia, while i listen to my audiobooks on my ipod. we have a very quiet home. he is happy with the sound.",1,49
5832,awesome: i bought for my dad so he doesn't have to sit 3 feet away from the tv while my mom is sleeping. now he can sit on the bed and lay down with another 5 ft to spare..,1,39
5833,"headphone extension.: almost a year of use, and it still works great, this runs from our tv, to my treadmill, i exercise 6 days a week, and this is a fantastic extension.",1,32
5834,"works as desired: not completely perfect, but reliable, and frankly, it extends the reach of my headphones. this is all i need it to do.",1,25
5836,good deal: i am am a musician so i use these with earbuds coming off my computer within my headphones which is powered from my marshall amplifier. they transfer the sound well and are very well made.,1,37
5845,"good value: this was a great product, just what i needed and just as pictured. i use these to sit on a couch and watch video on my computer and they work great.",1,33
5846,"good: what can you say about cables, either they work or they dont't. this cable funtioned as expected and the quality was good. a good deal at the price.",1,29
5870,"triplets: this is a different kind of movie and i love it. so very glad i found and ordered it. it's amazing. this came securely wrapped, great delivery, and quality dvd satisfied with service, and movie",1,36
5887,"worked great: i somehow lost my batterie charger and was afraid i was not gonna get the same one . this is the exact same one that comes with the camera , and the shipping was fast too.",1,38
5890,cheaper at amazon than anywhere else: i didn't want to risk a generic charger and got the canon brand at the lowest price at amazon.,1,25
5891,"canon cb-2lx battery charger for sd800is: it plugs into the wall, it charges the battery. what more can i say? my recommendation is keep track of the one that came with the camera so you don't have to spend the money on a second one.",1,45
5892,fantastic product that is pdenticle to original charger: the product works perfectly and i am extremely pleased with it. i can tell no difference between this charger and the original charger that came with my camera. shipping was fast and professional.,1,41
5893,battery charger: purchased this item to have a second charger on hand for my new camera. identical to the oem at a very good price.,1,25
5894,exactly like my original: i lost my original charger and bought this to replace it and it works just like the original. very happy about this purchase!,1,27
5895,cannon charger: this is a great product. i thought that i had lost the orignal(left in a hotel room)so i needed a replacement. it is the best! found my other charger and now i have two. great! i use the other one for the office. great product from cannon.,1,49
5897,works like a charm: works like a charm. i had misplaced my original charger and this is a must to use the camera.great price and shipped in plenty of time.,1,30
5899,camera battery charger: i have used this product in the past with great success. i ordered more because i had misplaced my original one.,1,24
5905,battery charger: my new battery charger works perfectly! i was so glad to find it for such a reasonable price! it is nice to have my camera back! thanks amazon!,1,30
5925,what else can i say she is janet!: this tour is like a representation of janet as a person what she feels and what she wants in life and what she is looking for and basically happiness i personally enjoy janet in everything she does because she does it so well!,1,51
5942,"handheld slots: this is a fun little toy. my son got it this past christmas when he was 5. when you get the winning three in a row, the machine spits out all of your change. you can put any coinage in the slot.",1,44
5953,"great accessory: i love this harness as it makes it so easy to cary the im7 around. just understand that with this harness, most of the speaker and the controls on top are not protected. the purpose of this harness is to make the im7 transportable, no to completely protect it as the bag does.",1,55
5972,insightful: thought this book was excellent. she has taken the time to practice some of the things that others are doing even though its not her lifestyle and she has found it to be of benefit to her.,1,38
5990,"baddest book i've read!!!: first of all let me start by saying this was a very good book. i highly reccomend that all teenage girls read this book. i found it to be very uplifting, & like every day life. must read!!",1,42
6021,"very informative!: my husband and i didn't have time to attend an 8 hour birthing class at the hospital, so we opted for this video. it was very informative and helped us understand what was happening when we went to the hospital. it was a little cheesy, but definitely worth getting.",1,51
6026,"daughter loved it!: i purchased this for my daughter, expecting her 1st child. she loved it! tons of information in a fun way! very enjoyable and informative.",1,27
6028,"very educational: this dvd has good information, but the woman is annoying. i think they could have shortened it up a little bit. it is a good alternative to going to a birthing class.",1,34
6029,"great for 1st time parents: my husband works shift work so it was extremely hard for us to attend lamaze classes, but this video made us feel so comfortable in our own home. we can always refer back to it if we need a refresher course. the breathing technique and education was on point.",1,54
6066,very helpful...........!: i loved this dvd. it had so much info that i found so very helpful. i would tell all my friends to buy it. it was very intertaining and funny. it awnsered all my questions on child birth.,1,40
6080,helpful: this dvd was very helpful before i had my first baby. i wanted to be aware of the different things to do and what my husband should expect and it gave lots of information. loved it!,1,37
6130,"very helpfull: excellent little book, specially for some of as, that came to this country a bit later in life, and need it to learn the language just like everyone that comes here.",1,33
6132,great book!: great book for people that need to write email. it would be nice to review the grammar rule's from time to time.,1,24
6133,a very clear picture of the english language: i enjoyed reading this and brushing up on my grammar. i thing i whould have done better at school if i had this then.,1,32
6138,very helpful!!: very nice book! i am very happy with all the information on this book. it explains a lot of english grammar!,1,23
6139,excellent work: great book. really helpful and easy to follow. i know it will come in handy because i am not the best at speaking or writing.thank you!,1,28
6150,fabulous!!: i think this album is brilliant--awesome music!! can't turn it off!!! especially love allegratango!!! adiemus could sing to the sound of a washing machine and still sound good! kudos!!!,1,30
6159,usher's concert: if you a fan of usher this blue ray concert is a must have. the quality and his performances are very good.,1,24
