txt,sentiment,num_of_words
"kill the aliens!: so, this was the title release when the ps3 hit the market. looks great. gave a new perspective to military shooters...you're fighting aliens. i'm not much for multi-player, so i can't comment on that.i do have a beef about no trophies. what was sony thinking? i feel trophies give another level of challenge to games...plus some bragging rights. :-) good thing they added them to resistance 2. if you care about the trophies, skip this one and get resistance 2. i'd expect resistance 3 to step it up even more.",1,93
review on speedstacks: this toy is very fun and it also helps you train your hands. it is glow in the darkso you can have fun with it at night. you can also bring it to school and show your friends how good you are.,1,45
"a very strong record: i really can't help but dismiss the coldness spread out by some critics when this album came out. while this isn't her best-of-all album, it's still at least a four-outta-five stars one. i really love her version of springsteen's tougher than the rest and if it wasn't for any other song, this would still earn a four. who cares if it's a bit soundlarge every now and then! who cares about the ""formula"". it's a hell of an album. one simpl<y can't judge emmylou's albums by any formula or anything but her singing. just listen to it!!!",1,101
"a great mix of ki ho'alu: a good mixture of different styles of slack key. my favorite is the first number, ""steal away"", that has a great classicak uke solo by dennis kamakahi. panini pua kea is also great, recalling the sons of hawaii. their version of palolo, though, pales in comparison to the one by the ka'au crater boys.",1,60
"jeremiah: i was hooked from the first episode. this isn't just another show, that entertains from episode to episode. this grips you and leaves you wanting more.the best part about the dvd's is that the next episode is just minutes away, instead of a week away.i'm glad to have this as part of my collection, and can't wait to have season two, sitting right beside it.",1,66
"asi is wonderful: this book is a must without it i would never have passed the test i learned more with it than taking the class at trees, the cd lets you practise taking the test over an over, this was the best investment i could have made, i had to take the test over after ordering this asi i passed the test no problem . thanks thanks thanks if you are going to take the test get this book",1,80
"you'll need more than one gin sling to get through this!: this has to be, without a doubt, the most bizarre film i have seen in years. how it ever made it past the hays office beggars the mind. it makes caligula look normal. it is easily the sleaziest film in ages. now having said that, it has a wonderful cast, great direction and excellent photography. but the atmosphere; it's sort of like casablanca on drugs! and ona munson is the icing on the cake - if she was beautiful, sensuous and kind as belle wattling in gone with the wind, she is the ultimate dragon lady here. don't miss this one if you want to see hollywood in extremis!",1,120
big size cookie big size taste: erin baker's breakfast cookies are not just for breakfast. you can have one anytime and they are so big you will enjoy eating them for a long time. we ordered the oatmeal raisin cookies and they were so moist and delicious. i wondered where they were going to so fast and discovered that my husband was taking them to work with him. so they must be very good because he is not a dessert person at all!,1,83
romantic: this is a wonderful collection of romantic music. the harp is absolutely exquisite in this collection.,1,17
"excellent: as a beginner to surf fishing, this book was very helpful. it gave me insight into the specifics of knots, rigs and knowing when to fish. i immediately took some of my new knowledge to the beach and felt better prepared",1,42
this is one of the best albums to be made...ever!!!: i'm not gonna lie and say every track is bangin' but i will say 85% of the album is bangin...and that the songs that are good are really good. can't wait for the next one. if you don't have this one you're sleepin.,1,53
"get what you pay for>: a fine piece of equipment that prove to do what it stated. cut 3/4"" rebar in 3 seconds with no effort.the item arrived in perfect condition.",1,31
"beautiful and nice for the right price!: i got this today though it did not come looking as it did in the picture it was close enough, but the quality of this comforter is superb. you cant complain at this price plus the free shipping come on what do you expect perfection; no! it is perfect in its own way and super comfy to sleep under. i would definitely recomend this product to a friend.",1,75
memory card works great!!!: this memory card works great without any issues! i am glad that i purchased this item!,1,20
"from nowhere to developer.....: what can i say that hasn't been said. i knew nothing about asp before reading this book, and now i have developed 5 major sites using soley what i learned from mr. homer. anyone who is even slightly interested in asp should grab a copy of this book.",1,52
"as creative and colorful as the subtitle says!: if you like felt crafts, you're sure to love this book. from practical to whimsical, from cute to wild, these crafts offer something for everyone. there are frames, banners, pillows, accessories, toys, and more. one project offers an amazing new take on felt: using a woodburning tool to create a celtic banner. you might not need to make these projects - the book is presented so well, you can browse it like an art book! you're sure to come away smiling.",1,89
"house oversight: this binder is exactly what i needed to keep my pages organized. as an important congressional leader, i have many pages in my office, and hope to have a steady supply of new ones coming in the future. as soon as i saw that one of the features of this binder is back-mounted rings that allow pages to lie flat, i knew i had found the perfect tool for organizing pages. i had never really even thought of using binders to organize them, but this really keeps them under control. thanks for the great idea, mitt!",1,98
"learn the finer art of driving safely: if we rely on our eyes for 90% of the information we need to operate a car, why has no one ever thought of vision as the basis of a driver education program before? this excellent book tells us that the reality is that our eyes and our visual attention are our most important crash-guards. the writer, dr. kenneth c. mills, makes his point on why good vision is so important and then tells us how to develop our attention to make us safer drivers. you can read this book in one sitting and learn ways to become a safer driver -- it could save your life. it contains many of the things you always wanted to tell your new teen-aged driver, but didn't really know how to explain. the book even provides some exercises you or your new driver should do -- before you turn over the keys to the car.",1,159
"eagles- like the red wine, best whit the years: the time is the time, and ten years after ""hell freeze over"" are too much for his fans, . this is an excelent review of the ancient and new themes of the eagles, with the addition of ""wind quartet"" remarck the sounds and the musical arrange are powerful.the voice of don henley remain his quality and delicate.glen frey show his musical consistence and his importance in the group.and finally is an pleasure listen joe walsh with aport the guitar genius and the rock themes. the quality of the eddition, dvd format and sound are excellent; in conclusion an true pleasure listen this dvd.very recommendable.",1,113
"great book: for anyone who reads this all i can say is that it's a great book, not only do i love the book but the pictures and info are a great source of information for me because of the model work that i do in making my plane modles look as near to the real thing as i can make them.respectfully, r. alden",1,64
"can't argue with success!: it's really difficult to argue with success! today is october 3. i've been on this diet since july 13, and i'm down 44 lbs -- from 241 to 197. my total cholesterol has dropped significantly as well. my wife has lost 24 lbs in the same time span. i'm never truly hungry, and i don't think about snacking anymore. i really can't believe how well it's gone for me. i've recommended this diet to several friends, too, and now i'm watching them lose weight. the real key is to get thru the 1st week -- when you're getting off caffeine, sugar, and carbs all at once, it feels like detox! i was lethargic and frankly, a little stupid! but at the end of two weeks i felt great, and it's been great ever since. get the book, give it a month, and you're likely to stick with it and lose a ton of weight.",1,158
"perfect table saw, perfect grav-rise stand, for my portable needs, since i don't have a dedicated shop!!: i gave it 5 stars because, although no saw in the ""portable range"" imho is perfect....this one is perfect for me. comments about no blade lock, ambiguous blade angle determination, and a few others, are all justified, but those are generally only found on shop saws which have bigger tables, twice the cost [approx], and are considerably heavier. again, it's all about what works for you. this puppy is a dream to slide on to the bed of a pickup [check out youtube for the skinny on how it's done]. as for complaints about the quality [or lack of] of the saw blades, consider this! absolutely no manufacturer supplies their saws with high quality blades. period!!",1,133
"robbie shaw's boeing 747: great book for 747 fans!: this book is the greatest boeing 747 book i have read so far; i have my own copy and i never tire of looking through it and admiring the great photos and detailed captions telling the whole story of the particular aircraft pictured, including its name, tail number, previous owners, etc. i also love the text; it is a great history of all the series of 747s: -100, -200, cargo, sp, -300, and -400. some of my favorite photos are of a twa 747-100, the pan am 747s, the sps, and the aer lingus 747-100. the only things that are missing that i'd like to see are ""classic"" 747s (delta, american, braniff, national, etc) and interior shots. otherwise, an a-1 747 book for jumbo fans like me!francis smith (smitfj01@holmes.ipfw.edu) garrett, indiana usa",1,141
"excellent buy!: excellent purchase, fast delivery. order received within one business day and neatly packaged. 100% satisfied, will definitely buy from this seller again.",1,24
works great for the $: bought the 4 pack for a diving trip to the keys. took 1 down to 62ft on a recent dive. worked great for the $.,1,30
"the best wine glasses for the money!: these are the best! they are incredibly well priced considering they have such thin, cut rims. they are a pleasure to drink out of. they are not ostentatiously tall or large like many other glasses on the market, so they are very easy to handle at the table, even after you've had a few glasses of wine. they have a nice, general shape which works well with a lot of different types of wine. i have both the white wine and red wine glasses and love them both. if you are not a wine snob but want well made glassware, these are for you.",1,111
"magnificient: both poetry and scholarship at its finest: this book is without doubt the greatest ever written. if one were to die tomorrow without having read the book, one would not have lived. the english language contains too few superlatives to describe every nuance. what a book!!!",1,47
"good album: first song i heard was ""yellow"" and always cheered me up on the radio. i bought parachuetes and really really dug them. about as much as radiohead. spies is a fav of mine. everythings not lost was my least fav.the second album i didnt like too much. ive only listened to the whole thing twice but some songs are good, like clocks,politik and a few more.this album is good. about the same as parachuetes. yes, its more pop but id rather get good pop from coldplay than bad pop from jennifer lopes. i can listen to the whole album without turning it off.id give it 4n a half starz but i cant so 5 will do.",1,118
best cleaning wipes i have used.: we use a lot of simple green product at work and bought some of these to try out. abrasive on one side and soft on the other they are great for cleaning about anything. in the last year these have become my go-to product for wiping down about anything. i am here on amazon.com today to buy some for home.,1,66
"**i liked it**: i read the negative reviews but because i tested the toy in toys r us i knew what to expect. the volume of the station is not too great and you can't see yourself too well on the tv but what do you expect for a $50 kids ""toy"". it is nice because you can plug it into your tv and sing along with the songs and hear your voice coming out of the tv. not exactly educational but i think it is good for my toddler because it will encourage her to sing and dance. i only wish they had cartridges with elmo, wiggles or other favorite chidren entertainers.",1,113
"works fine on the wide seat of my exercise bike: i bought this seat cover to replace the one i had on my exercise bike, which has a wide seat, and it works great. it's a little longer than the seat is, but that really posed no problem. like all gel seat covers the gel moves around to conform to the shape of your butt and your movement. i replaced the old one, a different brand, because it had became lumpy and misshapen after a long period of time. so to prevent that with this new one i remove the cover about once a month or so, depending on use, then realign it back on the seat, to prevent the lumping. so far so good.",1,125
"the best way to hear genesis: altough maybe you already have the cd's in this collection, if you really like them won't let pass this box. the 5.1 mix of the disks are really really awesome. the bonus videos also fulfills the expectations. why 4 stars? the dts mix sound a lot lot lot much better than the dolby one. why is this? i don't know, but i think is something you should be aware of.",1,76
"tight female rapper from new orleans: zeeda raps with tre-8 on his ""smoke1 records label""back in 96.she is the only atist who was released on tre-8 record label.their's 10 songs and all of them are tight,especially blunt after blunt,bonnie & clyde,playa 4 life,&hoez can't take me featuring tre-8.i wish tre-8 would drop anotha cd with zeeda on it.peace!!!!",1,58
"ahab's bride: ahab's bride is captivating. although i am not easily hooked into a novel, i was hooked almost before i could take a breath. i could hardly put the book down until i was finished.from the first paragraph the reader is transported back in time to 19th century nantucket into the world of moby dick's captain ahab and the woman who falls love with him. with an impeccable depiction of the period, louise m. gouge walks us through the dusty streets of two whaling communities and into the lives of these fictional, but realistic characters.hannah rose, the viewpoint characer, is a woman who transcends time, a woman we easily identify with, a strong woman who goes after her dreams and faces life with honesty and courage, somewhat reminiscent of ida in cold mountain.meanwhile, the person of captain ahab, as seen through the eyes of love, takes on new and intriguing dimensions which make you want to brush off your copy of moby dick and read it all over again.",1,170
"catches the spirit!: i live in the world here photographed and elegized, so i've seen a lot of attempts to capture this great land. this is the best. evocative writing, set against incredible photographs. this is truly a must have book. hats off!",1,43
"interesting movie: i rented this movie because i had read that the group duran duran got their name from one of the characters in the movie. barbarella was sexy and hott, and yet had a sweet innocence about her that was refreshing.",1,42
"great true story: great book, book is written well. he is a classic that will live on and so will this book!",1,22
it is what it says it is: a bit longer on me than i would have liked but i just pull it up higher and it works on fairly short skirts.,1,31
"ever creating: this is a great book thus far, that not only makes you think, but provides a better over-standing of numbers and the infinity of the universe.... alvin johnson",1,30
awesome!: i can't believe that my one year old can spend so much time playing with cups! he will stack them and nest them. you can hide things under them or use them in the tub. it is a pre math skill. they are easy to transport and very good quality. i great gift for a young toddler. my only complaint was that they were so hard to find. the only place i could find a good quality product was online.,1,81
"great for the price: these are a great price for the purposes i need - just to silence the speakers during other family members sleep time or when they are watching tv.comfortable to wear, lighweight, easy on the ears, descent sound, long cords.no negatives so far.",1,46
"another great classic by bauhaus!: another album by the masters of goth. a ""cannot miss"" album, very rich in music; add this towards your bauhaus collection.",1,26
"tess monaghan book two: tess monaghan, newspaper writer turned p.i. is a good read. i think i like it because tess is real. the reader must make it through her life with her and that is refreshing. balitmore mresidence should love the book and lippman obviously does. i didn't enjoy this second book as much as the first one but this series is solid and worth the read. recommended",1,69
"amazing: i love this game! it is very good becuase of the great gameplay and graphics. i think this is going to be ten times better than blitz. it will have more players, plays, and tricks along with the same great gameplay. i can't wait till this game comes out and your crazy if don't think this is going to be a good game. i have always been a madden fan but nfl street will blow it away. i also heard that a secret players like lt and barry sanders. go out and get this game now!",1,97
"this hard drive actually works!: after suffering with a useless maxtor 160 hd, this wd drive works as advertised. i wanted a hd that you could simply 'drag & drop' files onto the wd desktop icon - saved & done. files can then be recovered or reviewed easily by clicking on the same icon. the usb power source eliminates one 110 v plug in from your setup. a final plus - the wd hd is compact - 1/4 the size of the maxtor!the maxtor hd required a schedule for saving files - totally useless - it made a nice hum (so does my clothes dryer) & the entry screen appeared on the desktop, but it never worked!! want to buy it cheap??",1,122
i thoght the cd was the bomb.: i think that master p couldn't have done any better.i mean he's the only rapper that i can actually relate to.i mean i've been through hard times and i can understand what he's singing about.,1,42
"she sucks! she's great!!: lol. i am a die-hard fun of geri, until this most recent cd she released entitled 'passion.' yuck!! it kills me to type bad things about her, i even had a geri fansite! i hate her most recent album, but to my surprise, i like this single! it's not one of the only 3 decent tracks (superstar, ride it, don't get any better) on her new album, but the remixes make it seem better! track 1 is 3:21, track 2 is 6:30, and track 3 is 7:10.",1,91
"wave rocking music: with the perfect storm composer james horner has written music that perfectly explores the mighty sea. the music is at times soft and gentle, like the calm sea. then he allows his music to swell as a rising sea would. this is action music. the addition of an acoustic guitar in some cues adds a mystical element to his score. although it does get repetitous at times, this is still solid and imaginative work.",1,77
ducane natural gas grill with rotisserie & stainless steel base: although the grill advertised was not the same as the one received - the base was not stainless steel but painted white - the cooking qualities of the grill and rotisserie were better than expected.,1,45
"best of the prey series: lucas davenport ain't never going to be harry bosch, but he's a good enough morally ambivalent character that you care about what he does and why he does it. of the prey series, this is a standout for its plot about ugly sexual behavior in the sticks and for its detailed evocation of minnesota in the dead (no pun intended) of winter. mystery aficionados already know this book, and they'll tell you that another great thing about it is that sandford plays fair with the plot. things get strange, but there's a logical thread throughout. superior reading for long-distance air travel.",1,106
"it's harry potter: we have had fun watching the movies. i read the early books but the directing, costumes, imagination is unbelievable. the deep english tradition is quite evident. really fun to watch.",1,33
"excellent shakespeare compilation: this cd has it all: shakespeare period music for mood and background music, songs actually written into shakespeare's plays and talent infused into every track. every song is done well by talented musicians and vocalists and the selection is great. if you are looking for the songs you see featured in your favorite shakespeare play and would like to hear them, or would like background music to play while you peruse ""the merry wives of windsor"" or any other plays from that time period, i recommend this cd.",1,91
"good book: i got this book as a gift and it has become one my favourite cook books. puris, dosas, aloo bondas...all things that never turned out right for me. but ever since i started using this book, everything turns out perfect in one try! the measurements are so accurate and that's rare in an indian cook book. there's also a very good mix of south and north indian foods and all recipes come with calorie counters and a breakdown (protein/carb/fat per serving). the best part is that the author has american substitues for all the hard-to-find/hard-to-make indian ingredients (like homemade yoghurt and paneer). i would recommend this book to any beginners trying to learn indian cooking in an american kitchen!",1,121
"great spoof movie: i am on older gentleman and have either read or saw movies from all of these characters that this movie is spoofing. i find it highly entertaining and funny. some younger folks might not know who charlie chan,the thin man or poirot is but still think the movie is entertaining. if you do know who people like miss marple or sam spade is you will really get a kick out of this movie.",1,76
"amazingly brutal: extreme conditions demand extreme responses was a little too simple but a good debut. brutal truth go experimenting here with hardcore punk and industrial but still manage to keep straight up grind in their music. my favorite on the album is godplayer, it starts out slow and industrialish, then gets insanely fast with kevin sharps screaming vocals. his lyrics are almost indecipherable which is a good thing, it makes the music more brutal. another thing i like about brutal truth is that they don't sing about satan or death like a lot of metal bands. they go against trends and sing political songs and songs about social issues. if you're just an average heavy metal fan this may be to brutal for you but if you like extreme stuff, buy this!",1,133
"a good movie: i think this is a good movie. you might have to watch it twice before you understand it. the story has been compressed very tightly, transitions are short, characters develop suddenly, and nearly every line of dialogue is essential. this doesn't prevent it from being an enjoyable movie; it just requires the viewer to pay close attention.",1,60
"good, but fragmented.: i don't find any infos about this budget 4cd box.if you want buy some from legendary tango (jazz) man piazzolla, this is small info: only 2nd disc is taken form studio recordings.it is from late 60's.first disc includes concert in roma 1972 (piazzolla's nonet)third disc includes concert in milano 1984(quintet)fourth disc is from 1976 - it is electric piazzolla.but sound is good. and music too.",1,68
"haven't heard the cd but i saw him live...: i haven't yet gotten the cd but i saw this guy livein santa cruz and he absolutely rocks! if you likestevie ray, hendrix, etc. - buy this cd!just to make sure, you can stop by corby's websitefor some free mp3's! www.corbyyates.com/extras.htmps- check out this dave munkhoff guy too! awesome!www.davemunkhoff.com/freedownload.html",1,58
"a fascinating perspective of history !!: quigley has done an immense job writing the history of the world from the elitist point of view. the winner, the powerful, and the wealthy usually write the history. biased or not, based on evidence or not, they write the history or pay someone to do it for them, either way, they make it reality and a basis for the future of the world. as a reader, you must understand the history and the context in which it was written, in order for you to comprehend the dangers of the present and to predict the urgency of the future.the tragedy in this book is in the narcissism of quigley and his oligarchy, and the vanishing hope is in the faith and the hands of the determined and decent people............",1,135
sweet service: it was fast and quick. the item works great and it was in perfect and genuine condition!!! definitely going to buy more in the future..,1,27
better than anticipated.: this film was one that i at first hesitated to see but was quite impressed when i did. i think miguel nunez jr.(not orlando jones) was very funny in this comedy film. vivica fox was as lovely as always. in order to see this kind of movie one must come with an open mind and understand it's something not to be taken too seriously. i have to say i'm happy to see miguel nunez getting more work and recognition than usual. he's truly a very talented actor and hopefully we'll see more of him. i have to say that i'm a little disappointed that so far there's no soundtrack for the film. it has great music in it.,1,121
"one of my all time favs: read this around age 10 or 12 and it was transporting. the first time i went to england, it felt like i already knew it. i've reread this book a hundred times.",1,38
saucepan: product is very good. however the handle does get a little hot when boiling water. but otherwise good. prompt delivery.,1,21
"review of matsubayashi shorin ryu karate vol 2: this dvd contains katas specifically for the shorin ryu matsubayashi system. if this is the system you are learning, this dvd is a must. there are many versions of these katas out there, but here you get the original kata, not a watered down version. the dvd quality is excellent.",1,58
"best cartoon!: this is the best russian cartoon! i watched it being a small girl (i grew up in russia) and can assure you that absolutely every child loves it. my husband (also from russia) hated cartoons in his childhood - only nu, pogodi was the exception. i was surprised to know that it is also sold here. i will buy this for my child, when he grows up.",1,69
"multiple uses at a brilliant price: first of all, i didn't buy these for a child, but for an adult friend of mine who makes jamaican-style music (reggae and dub). while these are labeled as a ""toy"" or for children, they can also be utilized for just about anything music related.the paint is durable, and the diameter is thin enough to accommodate a myriad of hand sizes. the sound is what you would expect from a rhythm stick, and to be honest, why would you pay the up-mark for music-specific branded ones?overall, a solid buy for all ages.",1,98
"absolutley great!: the mother hips are just about the greatest band in the world. if you've got a country heart and a surfer soul then nothing beats this album...except their previous album ""shootout"" which is probably the greatest album ever made.",1,41
"a fun, fun book that captures the spirit of ""friends."": wow, what can i say? i expected to get some stupid book that didn't ""get"" it. but the author kept the spirit going by writing in a style not unlike the characters. i really enjoyed it and will recommend it to my friends.",1,53
"i can't wait for her next cd!: in supposed former infactuation junkie, alanis gives her all to make one great cd. this cd is one of my all time favourites and i'm going mad because i think i lost it. lol but i love mainly all of her tunes on this album! keep it up alanis!",1,56
fantastic!: there isn't much that hasn't already been said about this movie... but it was fantastic!! i loved it! i haven't seen many movies that were as well made as this.,1,31
"it*s murda!!!!: the ironic thing about this single is that ""holla, holla"" isn't a great song, its ok. but the other two songs, ""its murda"" and ""kill 'em all"" both kick ass!!!! damn this single is hella worth gettin, ja and dmx go really well together, i can't wait 4 venni vetti vecci to come out. peace everyone",1,58
"amazing! every pet owner needs one!!!: we have bought an assortment of brushes and combs for our pets, none of them worked very well. but the furminator is amazing!! it pulls off tons of hair that otherwise would be forming dustbunnies under all our furniture. if you have a pet, you have to buy one!!!",1,55
"concise and adequate: i generally do not like reading thick books. this book is not only ideal for the busy executive, but also for that ""lazy student"" who has much beter things to do in life. at the end of each chapter, the key take-aways are summarized. it is interesting to note that murdoch can compromise ethics and journalistic integrity to further his business. he also has a nack of thinking and planning lightyears ahead of his rivals, and can stoop at any level to keep the chinese happy (bbc, critical reporting, scrapping chris patten's autobiography et all).",1,98
the double jinx mystery: i bought this book for my wife's nancy drew collection. she loves them. she would recommend the books for any one that has thought about reading nancy drew.,1,32
"love it: i am really glad i bought this. it is so handy and works great. i don't have a dishwasher, so it has never been in one, but it has been in a sink full of water for extended periods of time. i haven't had a problem with water in the handle or rusting. it's just a great stainless steel flat whisk that works great for scrambled eggs and sauces/gravies in a large skillet.",1,75
"professional help from italian-speaking writers: if you are a coach, this book is for you. its concepts are complex and the book assumes an already detailed knowledge of the game. there are several attacking patterns that i guarantee will help your team, as well as concepts and drills to improve individual and group attacking play. for someone who played defense in college and specializes in defense at the collegiate coaching level, the book is helpful if one-sided. the italians focus on a zonal defense, and in general flat-back defense is detailed. there is some very good stuff in here to help build a defense. additionally, almost any formation you can imagine is given a quick glance by a professional coach who uses it and notes its advantages and disadvantages. the one criticism i have is the clumsy writing--these guys are definitely not american.",1,143
"mean mistreating loving heart: so what ever happened to samantha mathis?all phoney baloney about country song writers andsandra bullock was completely forgettable in this.dermot mulroney ( the second best actor in the bunch)is so little country that the good hat looks bad on him.as a musical, the songs are all just country standards reused?so the lead girl (samantha mathis) made this movie.river phoenix is just ugly and a loserplaying a loser?i kind of liked the movie as it came out true for me,as it seems women have this kind of taste in men anyway?",1,94
"eydie gorme / don't go to strangers & softly as i leave you: one of the best female singers that i ever listen to...what a voice, truly her best work.",1,30
"a worthy sequel!: i debated for a month or so after readingoutlander (20th anniversary edition): a novelabout continuing with the series. the first book was truly outstanding and i didn't want to ruin it with a series that went downhill or was drug out for thousands of pages. i was so wrong! i loved ""dragonfly in amber"" almost as much as its predecessor. it was not as action packed, but i liked the pace of the plot. i loved reading about jamie and claire's time in paris. the infamous black jack randall (best villain ever. love to hate him!) returns with a surprise! just a great story all around. beware though, after the heartwrenching ending, you will be on tovoyager (outlander)straight away!",1,122
"an excellent book and analysis: this book is a very impressive piece of work. shattan is very fair when he writes about each and every person, no matter what their political stripe. from churchill's prescient knowledge of what must be done to truman's acknowledgement of the danger that communism posed to adenauer's firm and unwavering alignment with the west to solzihentisyn(sp?) showing how the cold war was really a moral struggle to pope john paul ii's unwavering determination to free poland to ronald reagan who ultimately caused the end of the cold war; even though it came under bush's administration; shattan demonstrates a keen eye for details and an excellent sense of analysis. this is well worth reading for anyone interested in the cold war.",1,125
"by the fans, for the fans.: this is an excellent well-made documentary. i was not expecting that at all. it left me with an empty shallow feeling, but sometimes that's just how life is. if you consider yourself a kiss fan, you need to watch this documentary. it will make you see kiss from the perspective of true kiss fans. there is no happy ""hollywood"" ending here, you might even start to dislike kiss after watching this, but you'll definitely feel something for the fans.",1,85
umlaut heaven: this dvd blew my head off. could someone help me find it so i can listen to blue oyster cult again?,1,23
air springs work!: i installed these myself in four hours on a ford e350 - it's a whole new truck! they work.,1,22
"best source, so far!: i have a number of pipe books and this is by far the best i have read. it has info on how each company prepares the briar as well as how they make their pipes. if i were to have to keep but one pipe book, this is the one i would choose!",1,57
"never go back: years ago my wealthy college girlfriend and i were tooling around in her lexus one particularly sunny spring day. i was cleaning my sunglasses for the second time and she leaned over and handed me hers, saying ""try these."" wow. ""serengeti drivers,"" she said. ""once you get used to these, you can never go back.""well, she's just a distant, happy memory, but i've been wearing serengetis ever since.pisa""see"" for yourself....",1,73
"billy blanks: i have had issues losing weight for a long time..but these tapes have showed a definite weight loss, stamina improvement and overall healthier feeling.",1,26
"a thorough overview, but not for beginners: after working with unix of various flavours for over ten years, i needed to learn aix in a hurry. this is a thorough book, with plenty of examples and careful, detailed explanations. there is a good introduction to rs/6000 and pseries hardware, and then the reader is pushed into the operating system at the deep end. you will need a good grounding in unix to get through this book -- it's not a beginner's introduction. my only gripe is that the index is rather sparse -- you need to be very patient if you don't know exactly what you're looking for. but for the right audience, this book is a real treasure.",1,119
"her voice awakens your soul!: this spectacular debut cd showcases vienna teng's lush original lyrics and gorgeous piano music in a terrific mix of melodies. it is wonderful...but..veinna teng's shining voice is the true star of this stunningly beautiful cd.we first heard ms. teng upon awakening one morning to an npr interview..what good fortune that was! we ordered this cd as soon as possible & have not been disappointed. it is an auditory feast. if you long to hear a lovely voice singing words you can understand and empathize with, order this cd immediately. you won't be sorry.",1,98
wheel of time: artwork has nothing to do with the book. i create all the picturs in my mind anyway. if i want to buy a book for pictures i'll buy a comic book. this book however was great. in the large elaborate world of this series a guide is almost a necessity. i know it takes from some of the intrigue of the book. but there are so many characters that directly relate to the plot that i think some of the facts covered in this book will never see print in the series. i highly recommend this to all true fans. i have read the series almost as many times as there are book in the series. maybe even more. i am unsure. but i still like the information presented here. artwork is never as good as the pictures in my head anyway.,1,145
heartwarming: the book is very heartwarming. its about a sister that is called home to help take care of her sick brother. i would recommend it to everyone. it is very well written.,1,33
"great, great, great!: yet another great read by brenda novak. i love the dundee, idaho books...all of them are great, not one disappointed! i love how characters from the other books mix in and we can hear about them again!",1,40
"perfect fit: the stainless tailpipe exhaust section was a perfect fit on my 1989 chevy k1500. as usual, i had more trouble cutting old stuff off and out of the way, than putting this on!",1,35
"zone alarm security suite: product was very reasonalbly priced through amazon. it was easy to install, and it doesn't seem to take up alot of system resources. at this price, you can't go wrong. much better than norton, or ms one care, and also better than trend pcillian.",1,48
art history and story: be sure to read this if you missed it. it's one of the best books i've ever read. more interesting than you can imagine. the author brings the marble to life. absolutely fascinating story. leonardo also written about and how they interacted.,1,46
"this game rocks!: i'd been playing aoe1 before this and it was one of the best games i'd encountered. this one totally blows it away. better graphics, more tech capabilities and better civilization armies make this game worth every penny. for all those reviewers on this site who say stick with another game (warcraft or seven kingdoms or whatnot), give aoe2 a chance.",1,63
it's the best song ever ...: i love this cd! it includes i'll never break your heart it's beautiful and i thinks everybody knows it; nunca te haré llorar(spanish version of i'll never break your break)i speak spanish and it really touches my heart and last but definetly not least quit playin' games with my heart live version. i think everyone will love it!,1,64
"jabra eargels great help for my jawbone ii: while i loved the sound of my jawbone ii headset, it would not remain secured with the eargels provided. these jabra eargels work wonderfully and keep the headset comfortably and securely in my ear.",1,42
the classic: if you grew up on n64 and still love gaming: you will still love mario kart 64. play this game.,1,22
"you may never think of life in the same way again.: levy presents a fascinating roundup of the state of the art in this new field of computer science, complete with interviews with some colorful personalities and their pet projects. a must for cyberculture groupies and followers of cutting-edge thought.--richard brodie, author, virus of the mind: the new science of the mem",1,62
"deserves to be better-known: this, the second in bergman's ""faith"" trilogy, is a dark, brooding tale of a clergyman who has lost his faith in god. indeed, it is doubtful at all if he ever had it, for his vision of god is quite selfish. the action takes place on a single sunday in november, where the town pastor (gunnar bjornstrand in an excellent performance) is finishing a service in front of a tiny congregation. during this day, the pastor will be forced to examine himself and to try to reach out for some human contact to replace the spiritual depletion within him. also starring max von sydow, gunnel lindblom, and ingrid thulin as the schoolteacher who unselfishly offers herself to the pastor but is rejected in favor of the memory of his dead wife. this film has a subtle, deeply wrought poetry to it and should be seen by all lovers of intelligent cinema.",1,155
"a big leap forward!: before i got this book, i was already playing for many years. when it would come around for me to write my songs down for others to play, it was more of a sloppy mess of chords, and drawn arrows pointing ""go back here""...stuff like that. that all changed when i got ""the guitarist to sight reading"" not only my charts are much more professional looking, but i'm also much sharper at my note reading. i am now able to write out certain rhythmic patterns at any part of the song if i want it there.this book is not only fun, because it has a cd that can play along with, but you can also see your progress grow in such a short time. a must for any serious musician who wants to get thing done neatly and quickly!",1,143
"an album with all guts: this set of songs by mr. jeffreys has been on my musical playlist since i first heard it. to me it's the best selection of material he has produced. each song has it's own magic of rock,soul and roots. here it is reissued on cd. the lp i own sounds great, now i can have the digital version as well.this is a must have for garland jeffreys fans.""guts for love"" is a soulful ballad that asks the ultimate question about love and commitment.rebel love and el salvdore are top notch selections that will have you playing this cd over and over again.",1,107
"dystopia is th most awesome crust band there is: dude check it out, first off the drummer is the high pitched evil sounding singer and the growls come from the guitarist.but these guys are bad as f^%$ one of the best live bands i've ever seen! if your into crusty or grindcore these dudes are the best there ever was. period. also check out benumb, no less, ape face,el dopa, his hero is gone, hellnation, skaven, phobia, spazz, agents of satan, or capitalist casualties",1,84
"ahaha! this is where i get to use my authority to slay the: innocent housepets, such as lizards.wheeee!!! yous a honky!! honky tonky!! burlap sacks are the new rage against the machina!! f f 9 was gay! there, i said it! wanna know a band that suxor? the yeah yeah yeahsjesus of suburbia- from another albumahahah i am evil cell phone manheil the porcupines of the sorrows!",1,67
