,txt,sentiment,num_of_words
31930,a great match: sets up and tunes up in a snap. would be a good choice for any cb. i would definitely recommend this to afriend.,1,26
31938,does not work: product does not work could not get reception even bought good attena still could not connect i think it is junk.,0,24
31950,still life: good live album. the cd came in ahead of the stated ship time and in very good condition. i would recommend the seller.,1,25
31965,great nicholson film: i know the critics didn't seem to like the film but it is a good follow-on to chinatown and a classic film imo.,1,26
32006,very nice!: this product is very nice. the sheets are comfy but i just wished they were a little deeper in the pockets,1,23
32036,great album: i've loved this album for years but was not able to get it digitally. i'm glad it is finally out as mp3s.,1,24
32071,very useful phrases!: this book is very concise and useful! i found it very easy to accurately translate quickly.,1,19
32087,great deal: my husband has been looking for this set of dvd's for a long time and was very happy that we found them.,1,24
32171,"interesting: i am not all the way through the book yet, but it is very intersting so far. very educational and uplifting.",1,22
32191,point break: i have nothing really to review about this purchase. it was a gift and a dvd. it arrived quickly and not broken. thanks!,1,25
32192,surfer dudes: how can you beat both patrick & keanu in the same surfer flick? you can't. this is a great movie.,1,22
32201,great movie!: cool movie about surf gangs and bank robbers i enjoyed the movie! i loved the surf scenes in the movie.,1,22
32212,bad: it wasn't a good movie. it isn't for kids. the movie had a lot of things that didn't need to be show and played.,0,25
32253,not every book is created equal.: greatly disappointed that i paid over $6.00 for a book that turned out to be a pamphlet size booklet.,0,25
32271,"life changer: this book changed my view on the universe and its laws, very recommended if you are on a path of enlightment..",1,23
32273,"the worst book i ever read: if you've read ""a princess of mars"", don't bother with this one. the sequels a all the same... boring.",0,25
32286,the duke saves it: i found the film was poorly directed and photographed. it didnt have a good flow to it. the duke saves an otherwise poor movie.,0,28
32290,"hell fighters: great movie. husband loved the christmas presets, he is a john wayne movie collector. still looking for more. try them",1,22
32291,"this movie rocks!!!!!!!!!!!!!!!!!!!!: this movie is fabulous. it is one of my all-time favorites. john wayne, katharine ross & jim hutton do a wonderful job.",1,25
32304,great reference: this book is a great reference for active server pages. it will get even a novice programmer started and is clear and to the point.,1,27
32406,word pictures in the new test.: this work is very good for the casual reader who is wanting to add to their daily bible study.,1,25
32431,great book!: this book is so interesting. living in the bay area i had no idea about ishis story. everyone should read this!,1,23
32442,easy installation: i'm very impressed with the quality of this product. all holes line up perfectly. well worth the price. it's made much heavier than i expected.,1,27
32471,"all of the songs are really really really really great: this is the best cd i've ever gotten. the songs are great, and they're not all the same",1,28
32476,great album: lauryn is a gifted artist and one of my favorite female mcs. this album is nothing short of a master piece.,1,23
32539,i can't stop playing it!!!!!!!!!!!: one of the best album's i have ever heard! it tugs at every emotion,1,19
32574,this is the best cd that i have ever had.: this cd is awesome!! i listen to it everyday and love every song on it,1,25
32727,satified customer: the dvd was shipped and received ahead of schedule. i was satisfied with the way it played in my dvd player. there was also no skipping.,1,28
32886,"i loved it!: this was a great book! although very different than grisham's other novels, it was a terrific, quick and insightful read that i highly recommend.",1,27
32972,good entertainment: i have always enjoyed ken davis and thought he did a good job on this one. i would recommend it.,1,22
33005,dvd: the taxi dvd arrived on time and with no damage. the movie was watched the next day with no problems.,1,21
33008,best video: if your looking for a histoy of caomic books this video is the best and up to date i've come accros,1,23
33030,"death at a funeral: entertaining, funny and would recommend for light hearted, silly entertainment. great british comedy, obsurd, but easy to follow and great acting.",1,25
33034,"what a great deal: i can't believe i got this movie for so cheap, and can now share it with others to make them laugh too!",1,26
33050,"very funny: movie was great, arrived on time and in excellent condition. i will do business with this seller again.",1,20
33051,death at a funeral: i love this movie & would recommend it to anyone in a heartbeat! british comedy at its best!,1,22
33074,average at best: i found this to be average at best with limited humor and average acting. most everything that happened was predictable.,0,23
33087,"the jewish faith: if you are interested in why jews believe what they believe, this is the book for you. newer books have been updated by the author.",1,28
33094,no no no: this item will smell for about 2 weeks and then you have to smell for the sent.i will say buy a different product.ral t,0,27
33100,pollenex: i was really looking forward to this item. but i am disappointed in it. the shower head handle does not want to stay in the holder.,0,27
33108,good deal: quick delivery and less expensive than similar dvd purchases. would recommend this firm for any movie purchases. i always enjoy when everything is as advertised.,1,27
33128,neck gaiter: i bought this for a friend and she says she likes it. i wish i had purchased one for myself.,1,22
33138,"great condition: this book came in great condition and arrived on time. it was previously a library book, and did not have any writing or highlighting inside.",1,27
33139,technical information: the product was exactly as described and i would buy future items from this seller,1,17
33144,"excellent book: i love this book. i keep it on my desk for quick reference. a must for managers, superviors, and business owners.",1,23
33173,"wrong part: while this was ordered by vehicle, make and model, it did not fit and was sent back for credit.",0,21
33417,good stuff: this stuff is a little smelly but it works. i use it pretty often on my shoulders and back. i would recommend it with no doubt.,1,28
33441,great dvds: i have copied many movies with these dvds. the quality of the copies are amazing.i would recommend these dvds to everyone.,1,23
33442,aweful: this is not worth buying. save your money they taste like you are chewing on a piece of cardboard and tasted like it too. flavorless,0,26
33457,disappointed: this product was twice the price i paid for my last vibrator and is half as effective. i wouldn't buy another one.,0,23
33463,"cute, but a little thin: drew is always a sight, but the story was thin. the quality of the picture was good, so was the sound.",0,26
33487,"brideshead revisited 25th annaversery: i enjoyed this program on pbs many years ago. seeing it again, it was even better than i remembered.",1,23
33602,"good: i watched the movie, then i was thinking i should read ht ebook, so i get it with very reasonable price",1,22
33620,julie and julia 365 days 524 recipes: i hated it. this is the first book in decades that i just couldnt finish.....blhhhh,0,22
33789,julie & julia: not the greatest book i've ever read. it arrived in good time and in excellent condition.,0,19
33820,clint the nevada's loner/a noose is waiting for you trinity: too slow. i expected more action which i did not get in this double feature.,0,25
33940,good: a very good product that i w ill recomend to my friends and family and hopfully last long and make futher binesses with v-chomp,1,25
33951,adapter: i could not get this product to work. tried using the manual and website instructions. purchase a brand new and that one works fine.,0,25
34032,have not show this one: arrived on time and it was a great price and i will take a look at it in the future,0,25
34049,tobey as spiderman: i really like tobey in these movies. entertaining! just fun to watch. i would recommend for any age. give it a try!,1,25
34118,very good book: i would recommend this book for anyone who is looking for truth about this subject.the service was good also.thanks so much,1,24
34156,fundamentals of management: i am very pleased. i received the item in a timely fashion and in good condition.,1,19
34200,music of the sixties: product delivered in a timely manner and in the condition promised - can't ask for more than that!,1,22
34242,sometimes they come back: it was a great movie as i remembered it as it came out the first time. i recommend it was good.,1,25
34284,amarantine by enya: i love enya's work and this cd is exceptional. i would buy cd of hers. excellent!,1,19
34307,"review of purchase: enya is my favorite. her music for me is better than prosac, it's very calming. i listen to it all the time.",1,25
34324,dynamic physical education for elementary school children: this was purchased for a college class for my son. it was as described. there is nothing else to say.,1,27
34325,"fast shipping, great condition: very happy with this product as it was shipped timely and in excellent condition, as described by seller.",1,22
34327,tape: i use this product without the dispenser. it seals paper on the back of the frames and is a good product.,1,22
34397,"great movie: i teach corporate finance, and it is a better lesson than wall street - a lot funnier too!",1,20
34398,other peoples money: love this movie. saw the play a number of years ago and i still would run off with devito. came fast and in good shape,1,28
34446,chinese made: item is not made in the usa as stated in the product description. it is cheaply made and is made in china.,0,24
34469,stopped working after 2 months of light use: it worked fine for 2 months of light usage and then just stopped working.don't buy it. it is not reliable.,0,28
34473,would buy it again.: it's taken a beatin and keeps on tickin. was a pretty good price for the quality as well. highly recommend,1,24
34479,do not buy!: i bought this product in nov.2011. it stopped working in oct.2012. a poorly made product. a waste of money.this product should be discontinued.,0,26
34501,this book depressed me to the point of near suicide!: this is a horrible book! it should be read to inmates who get life imprisonment.,0,25
34536,"fantastic: really enjoyed the movie, and will watch it over and over. will smith was perfect for the role!!",1,19
34548,good movie: enjoyed the movie but the 3d was not that great. the remakes in 3d do not seem to be very impressive.,1,23
34555,irobot 3d: the 3d effects were not as expected. movie wasn't made in 3d likely reason. not a bad movie in general.,0,22
34615,"good black music: this is good ole black music, the way it's used to be. give it a try. i don't think be disappointed.",1,24
34624,the best of la house: this track is one of the best los angeles based house track during its time. it makes you want to move.,1,26
34643,"mildly disappointed: i didn't enjoy this book as much as i did the movie, usually the book are much better but i was surprisingly disappointed.",0,25
34729,good listening: i have owned more than one copy of this cd. both were stolen. i would purchase it again.,1,20
34735,pondmaster pump: good durable pump. works well if you have a sufficiently large filter so that you dont have to clean the filter frequently.,1,24
34739,just what i wanted: it had all of his greatest books like tell tale heart. and the table of contents worked just fine. i recommend for teachers.,1,27
34825,best of film noire: this is one of the very best of the genre. right up there with the maltese falcon.,1,21
34844,"happy customer: i was happy with the prompt service,andthe condition of the book. i will order again from this service.",1,20
34867,worth the money: this is something you will really need to keep you camcorder save and sound. defenitely worth the money.,1,21
34875,a very good deal: i did not believe when i first saw this deal at such a low price. this is really a wonderful deal.,1,25
34894,enchanting music: the music gives you the best depiction of what it sounds like to hear the music in a desert. very good.,1,23
34905,great album: this is a great album and includes the best of ew&f plus some collaborations with other artists and singers from the era.,1,24
34923,gift: i purchased this item for a friend that had a baby and she loves it!i am happy to have made her baby look silly!,1,25
34963,did not work in my lumix: the battery i was sent did not work in my panasonic lumix dmc-tz3k digital camera.,0,21
35007,"good movie, horrible dvd transfer: while this is a good movie, it is a horrible dvd transfer. it skips and jumps. wait for a better transfer.",0,26
35072,skin art: i thought this was a very poorly written movie; it could have and should have been a lot better. the acting was also poor.,0,26
35104,a fable: this was a great book with great appearance. i strongly recommend this leather bound book to any faulkner lovers. blacksea,1,22
35130,good: got what i wanted and in the expected time zone. it was also a great price compared to other places.,1,21
35133,the cold war: well written book i ever read. highly recommended for people interested in modern 20th century.,1,18
35182,fascinating story: enjoyable read about the background and life of an iconic american photographer. it was particularly interesting to learn about his relationships with other artists.,1,26
35183,"great ansel adams book!: if you're looking for a great bio on ansel adams, this is the book for you. it is a great, fact-filled book.",1,26
35206,excellent: these are great slippers - especially for the price. i did order up a size and was glad i did.,1,21
35244,"a good product: it was a great purchase, 'cause the book was very well maintained and very cheap. i'm really pleased with this purchase.",1,24
35255,"great book on halloween!: great book with lots of good information about the history of halloween, myths and superstitions and recipes. would recommend to friends and family",1,27
35264,great book: very helpfull book i really enjoyed it! halloween is my very favorite holliday and i found the customs and recipes to be a real treat!,1,27
35266,great perspective: this book is wonderful for anyone interested in the halloween customs we now observe. also a little witchcraft if you're so inclined...,1,24
35391,"great: excellent integration of christian principles and the twelve steps. a must read for all christian alcoholics/addicts. in fact, i believe all christians can benefit from this book.",1,28
35456,"horrible: this book is horribly written, it does not provide enough detail or examples. it was not worth the purchase or the price.",0,23
35468,"professional review: this is a very rudimentary book, with some outdated and unsubstantiated research. it also is weak in explaining some theoretical models.",0,23
35475,"just as good as mw4: i have only one thing to say, excellent game microsoft. all facets of the game is well done. peace:",1,24
35515,emporio armani: i have been looking all over for this product. i was a little disappointed on paying so much for so little.,0,23
35540,perf: this album was so good that i had to buy it which says a lot about this album because i don't buy albums often anymore.,1,26
35550,my son's favorite pacifier: this is my son's favorite pacifier. he's 17 months old. he loves it and we always get compliments on it.,1,24
35560,the butcher's wife: i brought this dvd from amazon and could never watch it because it says it's incompatable with my dvd player....dvd was made in mexico.,0,27
35604,"good quality and fast shipping: the product is good and fit to my size. however, if you are a big guy it will be a bit tight.",1,27
35612,very slow: i ordered this product nov. 17 and as of dec. 10 it still has not arrived. is this acceptable? not in my book.,0,25
35620,its good for the price: its comfortable and easy to wear........for the price it is worth to get...i would recommend them to any ....,1,24
35623,not as described: when i put in my order it was described as made in japan. i got my package and it is made in thailand.,0,26
35642,not the best but good enough.: these are not the best condoms i ever had but they do the job. good enough for a fair price.,1,26
35644,"great cheap condoms: i was bit surprised when it came in usps loose package. though, i've been using it since then and greatly satisfied with this product.",1,27
35701,"very cool: this game is a lot of fun, but i recommend getting the zoo tycoon complete. you get more options with it.",1,23
35825,poor copy: very poor copy. i taped this same movie a few years ago and would have been better off making my own copy.,0,24
35860,good and tasty!: the item was received before xmas as planned. :-) i was impressed by that alone. they tasted awesome. i would purchase again!,1,25
35875,best cd ever: influencethis is one of the best cd's i have ever listened to. if you like the oldies - than this is the one to purchase.,1,28
35916,ripped off: this disc will not play in an australian blu ray player. it would have been nice if there was a warning on the us site.darn,0,27
35930,"great: i bought these for my wife, and she loves them. they are more clear than conventional headphones.",1,18
35977,john's story: good book for those who haven't read the book of john in the bible. i found the book to move very slowly.,0,24
35994,"unusual items: i ordered this on a whim and i am using to remove splinters and such. it""s a good item and a lot of help.",1,26
35997,didnt last too long: i only had a few uses out of it and already weak? not worth buying. get the original @ the store,0,25
36022,great cookbook!!: a very cute cookbook-perfect for giving to friends!! the recipes are wonderful and very easy to follow.,1,19
36041,think deep: i rate good because i consider a good book to read and makes pleople reflect and thinkit was used but in exellents conditions. thanks,1,26
36061,disappointed: i had the old game and love playing it but the new game is not as fun and i do not play it as much.,0,26
36092,just what i wanted: i have been looking for this cd for a while. just what i wanted in perfect condition.,1,21
36122,below average: i agree with the above. this book is more about miller than ali. this was one big ego trip for the author,0,24
36164,excellent: i ordered the lipencott manual for nursing and i really likedit. it made it easier to understand some complex material thatis very hard to grasp in nursing,1,28
36167,excellent condition/service: the book came in excellent condition and i receive it within 5 days of purchase. could not desire better service.,1,22
36225,perfect: was exactly as pictured and came early and packaged correctly so very good im happy would use again in the future,1,22
36246,good read: great book about magic and religion. the first type of book i've read quite like it. very fascinating book to read.,1,23
36250,a little hard to read: i bought this book to study about the mythology found in the bible. bibilical critism is a much better source for my purposees.,0,28
36279,security+ review: great product...it was easy to install...i purchased this product to replace a defective wall control panel. it was a perfect replacement.thank you amazon...,1,25
36373,love it...: the sound quality is fantastic and really brings my home surround system to another level. highly recommend this product to every one...,1,24
36386,"great item for the price: it was hard to find a sink this size, just perfect for my small kitchen. i don't think anyone would be dissappointed",1,27
36443,good: the book is good and very useful to beginner and new student. pictures are clear and easy to recognize in the book.,1,23
36532,"they work: used in conjunction with a waterproof pad, these have worked great so far. sharpie has made good stuff for years and this is no exception.",1,27
36574,"confessions: confessions was a thought provoking, thoughtful book. i like being surprised, and this one did surprise me. i highly recommend this book.",1,23
36597,"one of the best disney movies!!: classic story, great humor, great feelingit was one of my favorite growing up and nothing has changed as i got older.",1,27
36611,very appreciated!!!!: this movie was very intertaining! i work in a daycare and the children really enjoyed this movie!,1,19
36624,"doesn't work in most dvd players: in fact i couldn't find one that it worked in, the movie only worked on the computer. not worth it!!",0,26
36626,great entertainment: this is an old family favorite. this movie is great fun to watch. it's funny and entertaining. good for hte whole family.,1,24
36685,great service: i am happy with my transaction and my husband loves the product. it arrived on time and in great condition.,1,22
36829,awesome gift: this was a gift for christmas and the person loved it - great book and great recommendation for anyone that enjoys native american tradition.,1,26
36831,great case: it fits all my needs and not to heavy to walk with everything fits great one of the best cases i ever had,1,25
36864,good buy: this is definitely a good buy. i have never had a shoe tree before. smells good and keeps my shoe in shape.,1,24
36920,"for the price, this carseat is quite functional.: it's not as padded as some car seats we've owned, but it does the job, and it's very reasonably priced.",1,28
37002,"okay..: it's okay, i just bought it for one pattern. the rest leave a bit to be desired. if you are young, maybe....",0,23
37041,"feels cheap: it's okay, have worn it a few times and it looks okay but it is so lightweight... not a great buy even at this price.",0,27
37063,remake!!!: do not buy unless you want to waste 99 cents. this is not the original 1983 single release at all. re-recorded junk is the proper description!,0,27
37068,cheep helmet: the helmet is made very cheeply and the straps to fasten the helmet are crooked. i would not recomend this product for a serious motorcyclist,0,27
37077,excellent book for netware administrators: great book that i refer to as needed. i would not be without it when administrating a netware environment.,1,24
37084,satisfaction of the product: product came in quickly and i am completely satisfied with it. i have been looking forward to getting this book,1,24
37113,product as promised: the sporn halter was as promised. less expensive than in the stores and it works -- it keeps my dog from pulling. i recommend it.,1,28
37131,great story: it is really hard to put down. i can wait to start reading the next one. good for younger readers too,1,23
37264,"have been told to read these books for a long time now: my uncle and my cousins are super into these books, i hear they are awesome.",1,27
37317,eragon is the best book ever!: i loved that book i couldn't put it down. i stayed up late 'cause i didnt wanna stop reading!,1,25
37320,"good book: i was surprised that i liked the book once i read it, was not to impressed with the info written on the sleeve.",1,25
37324,no no no: eragon is the worse book i ever read. it just a stupid awful book with no point. read anything else!!!!!!,0,23
37341,eragon: this is a great book for those who like fantasy. it is great for all ages. the author brings you into a new world.,1,25
37342,"loved this book!: i was very happy with this product. with just mild shelf wear, this was the best money i ever spent.",1,23
37353,greatest book i've ever read!!!: the book eragon by christopher paolini is the best book i have ever read.,1,19
37607,wonderful book: i found this book most entertaining. there are several spiritual lessons contained in it if you have the eyes to see them.,1,24
37659,110% derivative: i liked this book better when it was called dragonriders of pern/star wars/lord of the rings.,0,18
37722,deepak: great dvd. i recommend this to anyone. i have one and am giving one to my daughter for her inspirational library!,1,22
37743,harry potter disc set: i am thrilled with the quality of thisproduct. i love the harry potter movies.,1,18
37750,waste of money: there are no additional scenes. it's just a lot of packaging. it was a major disappointment. don't waste your money.,0,23
37781,good movie all around!: i bought this for myself a short time ago and i love it. an excellent piece for my movie collection.,1,24
37785,"movie: it is exactly what was described would gladly buy it again if i needed it, am very happy with it",1,21
37794,great movie: movie was great just wished it would have specified that it didn't come with extras like the widescreen version.,1,21
37818,"excellent!: loved this movie. as in all hp movies, it's edited down for filming, but i still found it wonderfully entertaining and the effects are dazzling.",1,26
37885,gr8: this book is very reasonably priced. it will be a excellent read. a very easy read. five stars all the way!!!!!,1,22
37895,"great book: this book was great, and an overall thriller! i loved it, and so will fantasy fans. overall one of the best books ever",1,25
37904,the hobbit: i chose this because the characters were well described and it was a story that always kept me on my toes.,1,23
37921,the hobbit: very good book!! if you have read the lord of the rings and you want to know more about mr. baggins life this the book,1,27
37926,recommended for everyone: this book has everything from emotion to adventure. a must read for young adults. it is a flawless masterpiece which makes tolkien a genius.,1,27
37933,very good: very good book but after watching the movie it angers me greatly that they added characters to it and changed scenes it really was not needed,1,28
37944,grat book: this is one of the best fantasy books every. i have read it a lot of times.it has asuprizes on every page.,1,24
37945,"the hobbit: fun book, i enjoyed it more than the movie though the movie was still entertaining. here is five more words",1,22
37950,"a great book, i loved it .: it is a great book ,it was very edventurous and existing. and had great detail .it was wild and mithicle",1,27
37955,great book: i've been reading this to my boys and we are loving it. we can't wait to see the movie. now they have legos too.,1,26
37957,classic: great story and a very easy read. i would recommend the hobbit to anyone with a sense of adventure an love of an underdog success story.,1,27
37959,awesome: the book was great and i just love the golem part when he always says my precious and the the riddle game,1,23
37961,"loved it: i enjoyed reading this book as an adult...i'm ashamed to say that i never read it as a child, but i'm still a child at heart.",1,28
37967,the hobbit: my grandaughter ordered this book and she is 8 years old. loves reading it from the kindle and she said really likes the story.,1,26
37996,the hobbit: i liked this very much. a good version of the classic book. i wouldn't hesitate to recommend this to my friends.,1,23
38008,an old favourite !!!: i have read this book several times. i lost my collection in a recent divorce. it met all my expectations !!!!,1,25
38009,very good read: the majority of people may th think it a simple book i find it most interesting and entertaining for all ages .,1,25
38044,amazing: very adventurous and mysterious to conclude to be full of a burglar and the prelude to his great adventures! bravo! brava!,1,22
38053,the hobbit: i loved reading it. can't wait for part 2. i think the best part is the ending. i would have never thought of that,1,26
38055,"incredible: simply amazing, if you are a fan of letters then you will find it impossible to not enjoy this book.",1,21
38060,"simply beautiful!: gorgeous to display and a joy to behold, this beautiful edition of the hobbit is a must, even if you already own a copy!",1,26
38062,must read: this is a classic! if you loved the lord of the rings series you have to read this! don't miss out!,1,23
38063,very good book!: the story is very fast aced and keeps you entertained all the way. highly recommend it specially if you plan on watching the movies.,1,27
38065,"amazing: for those who play online fantasy games, this book is where it all comes from. i loved reading these books and the imagery in this is amazing.",1,28
38068,good: good quality book in a protective case. nothing bad to say. glad i purchased this one. this is a keeper.,1,21
38082,"horrible: don't read this book, it is impossible to follow, has way too many details, and was down right boring. horrible book.",0,22
38085,"a great book: this was a great book, the narration was incredible. i will reread this over and over! on to the lord of the rings!",1,26
38086,it needs a more detailed title: i think that this book was amazing and i loved it. so it really is a great book. awesome book,1,26
38096,"awesome: this is a classic. i have read it several times. i love everything about it. adventure and lots of beards, what else could you ask for? :)",1,28
38108,"enjoyable reading: it was a pleasure to read. the adventures were cute and imaginative. i would recommend this book for others, it's a classic.",1,24
38109,very fine book: you'll love this book. from beginning to end it kept me entertained. i can't wait to read the fellowship of the ring now!,1,26
38113,the hobbit: this book is great if you're interested in adventure and action love this signed gavin william close enjoy the book.,1,22
38117,liked it a lot: i really enjoyed reading it. i loved all the characters. i would recommend it to anyone. i now want to read all the others.,1,28
38132,the hobbit: the hobbits was a very good book had good action stayed moving the whole time and was never boring .,1,22
38142,the hobbit: wonderful book that i had been avoiding my whole life. i am glad i finally gave in to my inner nerd and read it!,1,26
38148,hobbits review: i loved this book so much!:).it is an exciting and suspenseful story that will make any reader love it extremely!,1,22
38155,fantastic story: i have read and re read this book on a number of occasions and i still love reading it every once in awhile.,1,25
38161,the annonated hobbit: i am a tolkein fan so i like all the extra notes this book has in it. it is great,1,23
38196,good information in all areas: product was as described and was promptly shipped after the weather threat of sandy and i was informed during the entire process.,1,27
38198,the hobbit: this is an amazing book!!!!!!]!!!! j.r.r tolkien did a wonderful job on this book i will recommend it to all of my friends.,1,25
38207,great story: i love this book. it is a great story and wonderful for children too. i am looking forward to seeing the new movie about this book.,1,28
38211,amazing!: if you enjoy lord of the rings or the hobbit: an unexpected journey you need to read this fabulous book!,1,21
38214,awesomeness: great book. the attention to detail is great and the story is easy to follow and makes you want to read more once you've started.,1,26
38218,this book is amazing: it was a very adventurous book. i plan on reading it again. i would buy it right this minute!!! bye,1,24
38225,"was a gift: this was a gift and the recepient was very pleased. very good quality, expedited shipping, and overall pleased with entire transaction.",1,24
38233,good books: tolkien's best! i read the kindle version and it was a decent price and a great book. this is definitely a must read.,1,25
38234,"great book: this book was purchase for my son school project, it is a great book and it was shipped and arrived on time. great job",1,26
38240,the hobbit: this is one of the best books i have ever read. hats of to j.r.r tolkien. i loved this book and i know you will to!,1,28
38241,nice!!!: this book is a great way better than a great lot of books! you're sure to like it read it yourself!,1,22
38251,awesome book: this is such a great read. it is wonderful to have it as a digital title. i recommend reading as you plan to watch the movies.,1,28
38278,great gift!: this made a great gift for my roommate. it was nice to have something that was wanted and has original art from the author.,1,26
38284,bonnie: loved it. can't wait to read them lord of the rings trilogy. even better the second time i read it!,1,21
38288,the hobbit: this was a great book i love the description and all of the characters it is defantly a dark and scary pg 13 book though,1,27
38297,great read!!: very smashing read!!! slightly hard to read however i have not read much yet but it looks like a mad adventure!!!!,1,23
38305,great story: could not put down great read captivating has something for everyone adventure and flow make this a book that is must read,1,24
38310,the source: this is from where tolkien's fame came to be. must read it if you are a lord of the rings fan.,1,23
38312,great book!: i grabbed this book bc it was recommended that since i've read the lord of the rings. it was fabulous!!!,1,22
38314,awesome book: i would recommend this book to any lord of the rings fans bilbo will make this book worth your while!,1,22
38316,"the hobbit: this is the best of it's genre, written for adults and children alike and superbly packaged.",1,18
38317,fun: i enjoyed reading the hobbit. not sure i ever read it as a young adult. read in a few days so a fast read.,1,25
38335,the hobbit: it was definitely different buy excitng i will reading more from this author it was better than expectedrecommend to all,1,22
38352,a good read: enjoyed the book. well written and almost ageless. it is the first of j.r. tolkiens books i have read and thoroughly enjoyed it.,1,26
38357,excellent!: this book is so well illustrated and the story itself is a wonderful tale. the shipment arrive ahead of the expected date. book was in excellent condition!,1,28
38361,"still great: i first read the hobbit in middle school, and even after more than twenty years it is as great as when i first discovered this gem.",1,28
38369,great book perfect for family read: awesome book to read with your family. definitely get it you will love the book. it is worth the money.,1,26
38373,hobbit: i recommend it because reading develops much more complex and awsome scenarios than the movie does. this book is valuable item of my home library.,1,26
38375,good book: i have enjoyed this book. it was fun and interesting. it kept me wanting to read to find out what was going to happen,1,26
38393,awesome: i really love this book it is very cool! read it now i command you! read it now you have to!,1,22
38396,perfect!: i love all related to j.r.r. tolkien so this book is just perfect for a getaway and transporting to another fascinating world!,1,23
38404,horrible!: this is such a horrible book. there is no action and bilbo baggins is the biggest a$$ in a fantasy novel ever.,0,23
38409,"great read!!: the hobbit! loved this book, can't wait for the movie! now i need to read the lord of rings trilogy!",1,22
38416,delightful...the second time too.: what a joy to read the wonderful creations of tolkien's fertile imagination.now on to the lord of the rings!,1,23
38419,a classic for a reason!: i have always wanted to read this and am very glad that i have now! written very well and truly enjoyed.,1,26
38423,loved it: it's one of my favorite books. it is a bit anti-climactic but given it's a prelude to lotr it's not that big of a deal.,1,27
38440,a good read!: i saw the movie and then read the book. the movie was a bit more exciting. i am looking forward to the next book.,1,27
38442,i have always enjoyed this story: i wanted to re-read it before i see the movie. this is a nice compact edition i bought before my kindle arrived.,1,28
38451,really good book: i really liked this book but it was pretty long. it is not just for kids but adults to. it is a good book,1,27
38455,amazing!: this book was amazing! i would recommend everyone to read it! defiantly a book that i would love to read again. such a page turner :),1,27
38459,amazing: still an amazing read after all these years. the hobbit is truly a timeless classic. i'll read it again and again!,1,22
38468,it's a classic: this book is a great classic. i read it to prepare for the movie. hopefully the movie matches up to the book.,1,25
38472,really good!: it was very exciting and definitely a good read. the movie could've been better though. :(i would recommend this to pretty strong readers.,1,25
38481,amazing: this is my favorite book and movie you just have to keep reading definitely recommended for lord of the ring fans,1,22
38484,great read: forget the movies this one is a clasic worth reading more than once and the movies just wont do it justice,1,23
38486,the best adventure ever: the best book i have ever read!!! j.r.r. tolkien has a magnificent way of writing books for all ages to read!,1,25
38491,"best the hobbit!: this is the best the hobbit book i could find. i t contains a lot of great extra information and drawings, plus the book.",1,27
38492,collector or not: this item is both for collector and non collectors of jrr tolkien's pieces. it's a valuable addition to all my jrr pieces,1,25
38512,"accidently purchased: i purchased by mistake, did not read but i'm sure it is a good read and may purchase in the future.",0,23
38513,great condition: this is a beautiful edition of this book. its in great condition especially for the price. very happy with it.,1,22
38521,"not interesting at all: i wish if i just could get my money back, the book is not interesting and boring !!!hate it",0,23
38526,garage remote: the remote looks just like the picture. it was easy to program and works great. i'm very happy w/ the product. thanks!,1,24
38548,wrong brand: thought i would give this brand a try but it does not work at all. turns drippy. the puppies and dogs hate it!,0,25
38562,good stuff: great read. it gives someone who thinks the game is just about throwing and hitting a different view on how the game is really played,1,27
38597,"thank you: came quickly and efficiently, was exactly what i ordered. i couldn't be more pleased with the service. thank you seller!",1,22
38634,very helpful: very helpful product but you need to study it deeply and not just once to get the results. i highly recommend the book.,1,25
38679,"she was right!: i'd recommend this book to any woman in a relationship, or who is in the pursuit of a relationship. excellent read!",1,24
38728,loved it: travels is one of the most fantastic books i have ever encountered. i have two copies just because i can't get enough of this book.,1,27
38879,the sheltors of stone: there is nothing new in this book. its like the authorcompressed her previous books in this new one. it readslike a soap opera,0,27
38911,"boring: i kept waiting to get to the interesting parts, but they never came! this book is 95% character development, and after such a long wait, very disappointing.",0,28
38913,shelters of stone: great book. awaiting the final in the series. been a fan of the series for many years.,1,20
39058,little women: little women is a good book. i could not wait for the next chapter read it in no time at all,1,23
39060,little women book: this book brought back memories of reading and seeing movie many years ago. enjoyed reading it on my kindle fire.,1,23
39064,"little women: i love this cute book. i haven't made it through yet, but a classic in my mind! reading is good for all ages!",1,25
39066,classic: i read this book when i was a little girl and loved it. i just finished for the second time and enjoyed it just as much.,1,27
39069,"amazing book: one of the few classics that are highly engaging. i loved the warmth of love, family, and friendship this book teaches us.",1,24
39084,wow: i have all her books i just got my kindle yesterday and i already read this book it was amazing i am not going to delete it,1,28
39109,fantastic!: this book was amazing! i couldn't put it down. i highly recommend it for children and adults. happy reading.,1,20
39111,"super good: okay, so i know it published in 2 parts. this book all to books together. p.s. watch the movie after. (read it for 5th grade)",1,27
39120,"amazing: this book is a must read for women of all ages!! full of valuable lessons, the best book i've read in a while!",1,24
39130,little women: it was a amazing book. i would love to read it again. i hope that you viewers will like it too.,1,23
39153,had to be the first: this book had to be the first book on the kindle to honor my daughters and i and to honor bonds between sisters.,1,28
39154,still a great read: i still love this wholesome entertaining book written in the days when everyone was raised to be considerate and polite. a must read!,1,27
39169,"book: great book. says that i need more words for review, so here are some more. this is ridiculous amazon! ok",1,21
