,txt,sentiment,num_of_words
17462,"great movie: if you like movies based on comics, well this movie is for you! i had this on dvd an now on blu-ray.",1,24
17466,"i love this movie: the new batman movies are awesome. i love batman, i hope they come out with a third movie soon.",1,23
17478,"just wow: this movie was good, and the second one was even better. the third one was a piece of poop though",1,22
17494,"great film: as the title says it is the begining of batman, you have to see this oneto the other ones.",1,21
17520,batman begins!: this movie was awesome!!! but is the deluxe edition going to be available for full-screen????????????????????,1,17
17539,great trilogy: the dark knife trilogy is by far one of the best trilogy's ever! with great action and suspense these are must watch movies!,1,25
17540,review: this is what i would call a classic must see movie. it is a unique story line and the directing and acting was great!,1,25
17544,batman: what a great movie. blu-ray is the way to go. i would not hesitate to purchase from this retailer again. i am very please with the purchase.,1,28
17545,"good movie: i had never purchased a dvd online before, and was pleased to find out that it was not damaged in any way. :)",1,25
17547,batman begins review: i love the story very close to the comic book. i like the price i paid for it. it is a good buy.,1,26
17573,"good: i have had this for 13 years, and it is still doing the job, and made in the usa. always buy usa products.",1,24
17643,perry mason: this is a wonderful series that has great shows. its a shame that the producers don't make them more often and are dragging out the process.,1,28
17649,"perry mason: great condition and received it on time, very pleased with the service, would recommend amazon.com to every one and the price was compatible",1,25
17702,walking in victory: i refer to this book often to get god's perspective on grace and my new identity in him.,1,21
17794,amplifier: i was able to get the product very quickly and install was a breeze couldn't have asked for it to go any other way.,1,25
17823,making the invisible visible by keith devlin: what a wonderful book. you just have to read it and then you will understand.,1,22
17835,"not a relaxed fit.: the overall quality is good, but the fit is tight. if you want a relaxed fit, these may not be to your liking.",1,27
17908,"pretty good: i like this product, but i wouldn't use it daily. i learned this the hard way. it is stronger then you think!!!!!",1,24
17994,"bought as a gift.: this is a lovely book. not very big, but lovely photos and details with good ideas. the recipient was very pleased with it.",1,27
18003,an awesome cd: this cd is an eclectic mix of all different types of songs. one of the most original albums i've listened to.,1,24
18013,i love her....: the whole album is amazing and hyper ballad has got to be one of the most beautiful songs ever.,1,22
18080,good gun: this is a really good gun it shoots about 200fps really fast i love this gun its a really good back up gun for cq,1,27
18091,incredible christmas gift: this book makes a great christmas gift with a beautiful message and view of all those involved in the birth of our savior.,1,26
18092,"excellent service: product arrived in expected time, and in excellent condition. will use this service again if need arises.",1,19
18119,anger management workbook: i use this to help myself of course but also teach others with. one the best i have ever used. it is really done well.,1,28
18123,"excellent: prompt shipment and book is as ordered. good customer service, would order from this source again.",1,17
18147,good buy!: this brush reaches where it is intended to reach and is well made. it is exactly what i was looking for.,1,23
18160,good value: good value and love the products. bought as a gift for my dad's birthday. recommend to anyone with a car they love.,1,24
18223,love old movies!: i bought this movie cause i love all the old movies. this dvd was in good shape and all in all i loved it.,1,27
18389,r. kelly's best album!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!: this is the best and my favorite r. kelly's album. nuff said.,1,16
18424,great!: this is my fourth-grade son's favorite book. he loves cooking and this book is fun with great recipes.,1,19
18445,"great book!: this book is informative and well-organized, it is great finding a thyroid book dedicated to women's issues.",1,19
18504,excellent quality: this shoe is exactly what my son wanted. the quality much better than cheaper versions. this is the real converse shoe,1,23
18578,so cute: my god daughter loves tinkerbell and wanted a purple tinkerbell cake for her birthday. this worked out great. it was cheap & very cute!,1,26
18622,"lisa daggs""love is the bottom line"": you have to get this cd lisa daggs is great...have to hear it to believe it",1,22
18813,very interesting book: enjoyed this book very much. realy got to know the people in this book am looking forward to reading the second book,1,25
18827,good review: the size of the book provides a fast and convenient reference to muscle anatomy. its valuable to have.,1,20
18835,karyn jordan: i received this product in a timely manner. great service and great price! i will definitely purchase again from amazon.com.thanks for everything!,1,24
18860,boot hill: i bought this dvd for my husband and he watches it over and over... it's hilarious and i am very pleased to have bought it:),1,27
18871,great kit!: this has a great discription on what each plant needs and how big it will grow. i have started several of my seeds already.,1,26
18875,very very excellent: i like to watch true story. it made me cried in the end that albert died & left wife w/ 9 kids.,1,25
18876,history: i am a history buff so the movie was just great. the love they ended up with is not found in this world anymore.,1,25
18878,v&a: lovely film -- great costumes. in terms of the relationship between the queen and the prince consort - it seems accurate to the history i have read.,1,28
18926,fascinating: i love this movie. i can watch it over and over again. perhaps it's how cavalier constantine is about eternal consequences. it is certainly tongue in cheek.,1,28
19054,joe bataan: have always loved this album now i have it on cd. reminds me of my time in brooklyn back in the early 70's,1,25
19120,american history: great book to start with if you're interested in learning about our founding fathers. i bought the thomas jefferson autobiography in conjunction with this book.,1,27
19126,excellent read.: i was not familiar with the subject and found it quite interesting. what an extraordinary man and a visionary he was.,1,23
19134,"good and interesting read: this book is a good read and jumps around a lot, but i enjoyed learning and reading it. thank you.",1,24
19139,"great historical review: excellent book. it was enjoyable and takes you back to colonial times. once you get used to the older english, it is an easy read",1,28
19151,review bf: excellet service on receiving this book and it is perfect!it was received very quickly and in excelent condition.pricing was also great. keep up the good work.,1,28
19167,great: the book was in great condition i just didn't realize it wasn't the book with the foot notes....but service was great!,1,22
19172,great: excellent condition product arrived way before i was told very fast delivery very happy with seller i would definitely order from this seller again,1,25
19254,"another addition to my doomsday collection: the movie was all right, wouldn't pay anymore than i did for it, overall it was entertaing, for simple minds",1,26
19303,thought provoking: when i started this book i had no idea that it would lead me to read the next four. two thumbs up.,1,24
19357,reveiw: bought this for my nephew for his birthday and he loves it. lots of different things for him to do.,1,21
19407,conversation piece: thought this would be a great coffee table book at my place in myrtle beach. was in good shape as described.,1,23
19428,great fun: this is a great toy that keeps my eight year old occupied. it can also be frighteningly accurate in it's guesses. great fun on car trips.,1,28
19430,"wicked sweet: this game is the coolest thing ever, you can practiclly think of anything and it will get it right.",1,21
19434,"loveit!!!: i just bought this today,i love it it is like heaven.it sometimes gets annoying but you should buy it!!",1,20
19437,awesome!: this game is real fun. it really knows what your thinking and has an attitude that makes you want to out do him,1,24
19484,"great!: bought this for my nephews room, the instructions were easy to understand, putting it together was super easy and the stickers and images were nice and crisp.",1,28
19511,use this book carefully: programming is like sex. one mistake and you have to support it for the rest of your life.,1,22
19547,i love this book!: this was probubly the best book i've ever read! it's realistic and entertaining. i'd recommend it to anyone!,1,22
19602,a tree grows in brooklyn: this book was in very good condition and i received it in a very timely manner.,1,21
19627,great classic!: i have always loved the movie but the book has so much more that was not featured in it. just a great read for all ages!,1,28
19784,"fabulous!!!: this mini-series was jaw-dropping from beginning to end! if you like ""24"", you'll love this..and i think it's better!",1,20
19837,old dan's records: lightfoot favorite that was good to hear again! he is at his prime on this album both as a singer and songwriter.,1,25
19876,enjoyable: i haven't finished it all but what i've read is reaaly good and helpdul to all worshippers not just leaders,1,21
19878,good family film: good halloween show. we like it because i saw the original on tv. my daughter is sixteen and she liked it too,1,25
20034,very nice looking item: the rings are very nice looking and it's easy to wear a couple to get a wider-look effect. i like them a lot!,1,27
20046,bad ass: i really loved this movie have not seen it since i was a kid i really enjoyed seeing it again,1,22
20106,"great: this book was very durable, and a great book to read. i suggest this product to all big book readers.",1,21
20143,well received: the lanyards and whistles were purchased for a christmas gift which was well received.thank you.,1,17
20161,"great service, great price: i am very pleased with my purchase and will be a client in the future. the order came quick and was very well packed.",1,28
20359,likley the very best: i found the 2006 almanac excellent and full of information. it is a must for the office desk,1,22
20368,"fantastic!: for students of design, or those simply interested in design, this book is full of informative and practical insights into the overall design process.",1,25
20388,beckysue: bought the star version of this necklace and it was lovely. the 8 year old that i bought it for just loved it and it looked beautiful.,1,28
20392,thanks!: item matches description exactly. it is also an amazing christmas present and i would definitely recommend this product to anyone.,1,21
20398,"pleased with purchase!: the condition of the book was new as described (it is a copy of an older edition, and delivery was timely.",1,24
20590,"love ya moby!: moby music is awesome. i pity the fool who does not like it. if you don't have it, buy it!",1,23
20615,"another hit: nothing like anything moby has done before, it is a great album still, i highly recommend it.",1,19
20710,excellent: prompt delivery. correct parts. you can't do business with a better company. hats off! i will definitely buy more products from this company.,1,24
20711,purchased minn kota mkp 3 prop from amazon.com.: the prop was exactly what i asked for and was delivered when they said it would be.,1,25
20738,plantronics bluetooth 665 charger: this charger is great for times when you don't have access to your computer. i would highly recommend it for those who travel frequently.,1,28
20784,video purchase: like the movie so i bought it. received the dvd in great condition. was very satisfied.,1,18
20790,"freakin' funny!!!!!!!!!!!!!!!!!!!!!!!!: if you hate your job and are tired of seeing the jerks promoted, you've must see this film",1,20
