Unnamed: 0,txt,sentiment,num_of_words,anon_txt,anon_txt_history,num_replaced,num_lemmatized,num_protected,num_no_change,force_anon_txt,neigbors,num_of_words_after_forcing,num_of_deleting_after_forcing
10475,"great: i saw this movie ""golden earings"" when i was a kidand i always wanted to see it agan. now i own a copyof it. it was great",1,28,"great : i there this movie "" golden earing "" when i was a kidand i there want to there it agan . now i own a copyof it . it was great",[any] (i) {see} (this) [any] [any] {earing} (when) (i) (was) (a) kidand (i) [there] {want} (to) [there] (it) agan. (now) (i) (own) (a) copyof (it.) (it) (was) [any] ,6,3,15,4,"great : i there this movie "" * * "" when i was a * i there * to there it * . now i own a * it . it was great","[687, 804]",22,6
10500,"moonstruck: fabulous movie, can watch it over and over. received quickly and as described. love it love it love it",1,20,"moonstruck : wonderful movie , can watch it over and over . receive quickly and as describe . love it love it love it",moonstruck: [wonderful] [any] (can) [any] (it) (over) (and) (over.) {receive} [any] (and) (as) {describe} [any] (it) [any] (it) [any] (it) ,7,2,9,2,"* : wonderful * , can * it over and over . * * and as * . love it love it love it","[584, 688]",14,6
10533,"moonstruck sountrack, cd: product was exactly what i was looking for. i could not find it anywhere, but on amazon.",1,20,"moonstruck sountrack , hd : includes was there what i was there for . i there not there it anywhere , but on amazon .","moonstruck sountrack, [hd] [includes] (was) [there] (what) (i) (was) {look} (for.) (i) [there] (not) [there] (it) [any] (but) (on) [any] ",7,1,9,3,"* * , hd : include was there what i was there for . i there not there it * , but on * .","[310, 689]",16,4
10543,my favorite!: one of my favorite movies of all time. you really should see this movie over and over again.,1,20,my favorite ! : one of my favorite movie of all there . you there should there this movie over and over again .,(my) [any] [any] (of) (my) [any] {movie} (of) (all) [there] (you) [there] (should) [there] (this) [any] (over) (and) (over) (again.) ,7,1,11,1,my * ! : one of my * movie of all there . you there should there this movie over and over again .,"[33, 690]",18,2
10560,"love it: i love this movie. it doesn't matter how many times i watch it, it's my favorite movie ever. cher is wonderful, as is the entire cast.",1,28,"love it : i love this movie . it does not there how there there i watch it , it be my favorite movie this . cher is wonderful , as is the entire cast .","[any] (it:) (i) [any] (this) [any] (it) (doesn't) [there] (how) [there] {time} (i) [any] (it,) (it's) (my) [any] [any] [this] cher (is) [any] (as) (is) (the) [any] [any] ",12,1,10,5,"* it : i * this * . it does not there how there there i watch it , it be my * * this . * is * , as is the * cast .","[641, 691]",22,8
10590,"purgatorio: good book, good price. only problems in the time of release, the book is in good presentation and conditions. i recomended.",1,22,"purgatorio : good book , good price . only problems in the there of launch , the book is in good presentation and condition . i recomende .",purgatorio: [any] [any] [any] [any] (only) {problem} (in) (the) [there] (of) [launch] (the) [any] (is) (in) [any] [any] (and) {condition} (i) {recomende} ,9,3,9,1,"* : * * , * * . only problem in the there of launch , the * is in * * and * . i * .","[409, 692]",12,10
10696,pampers: what a life saver. i ordered these for my granddaughter and they saved me time and money. i would purchase again,1,22,pamper : what a there saver . i order these for my grandfather and they save me there and money . i there includes again,{pamper} (what) (a) [there] saver. (i) {order} (these) (for) (my) [grandfather] (and) (they) {save} (me) [there] (and) [any] (i) [there] [includes] (again) ,6,3,12,1,* : what a there * . i order these for my * and they * me there and * . i there include again,"[331, 693]",17,5
10761,"the best of pampers: truly dry, no leak - very very happy with this one, have tried almost all other pamers. but this one is the best.",1,27,"the best of pamper : truly dry , no leak - very very thank with this one , have try there all other pamer . but this one is the best .",(the) {good} (of) {pamper} [any] [any] (no) leak - (very) (very) [thank] (with) (this) [any] (have) {try} [there] (all) (other) {pamer} (but) (this) [any] (is) (the) {good} ,6,5,14,2,"the * of pamper : * dry , no leak - very very * with this * , have * there all other * . but this * is the * .","[135, 694]",18,8
10769,dream: this is every moms dream is to have your diapers come to the door. thank you amazon! i don't have to stop and go get diapers.,1,27,dream : this is this daddy dream is to have your diaper come to the door . thank you amazon ! i do not have to stop and go there diaper .,[any] (this) (is) [this] {mom} [any] (is) (to) (have) (your) {diaper} [any] (to) (the) [hand] [any] (you) [any] (i) (don't) (have) (to) [any] (and) [any] [there] {diaper} ,10,3,13,1,* : this is this * * is to have your * * to the door . * you amazon ! i do not have to * and go there * .,"[695, 705]",20,8
10791,"always: these are my favorite diapers. they hold everything in, fit great, and are much more compact than other brands. i highly recommend them.",1,24,"there : these are my favorite diaper . they there there in , fit great , and are there more compact than other brand . i highly recommend them .","[there] (these) (are) (my) [any] {diaper} (they) [there] [there] (in,) [any] [any] (and) (are) [there] (more) [any] (than) (other) {brand} (i) [any] [any] (them.) ",10,2,10,2,"there : these are my * diaper . they there there in , * * , and are there more * than other brand . i * * them .","[131, 696]",18,6
10869,pampers baby dry: really like this product and love the price. my daughter is expecting her first and am getting ready for the new baby. love it!!,1,27,pamper baby dry : there there this includes and love the price . my woman is there her this and am there ready for the new baby . love it ! !,{pamper} [any] [any] [there] [there] (this) [includes] (and) [any] (the) [any] (my) [woman] (is) {expect} (her) [this] (and) (am) {get} [any] (for) (the) [any] [any] [any] (it!!) ,13,3,10,1,* * * : there there this include and * the * . my woman is there her this and am there * for the * * . * it ! !,"[325, 697]",18,9
10894,pampers: i have been using pampers since my baby was born. they are perfect. i loved the product and i suggest to every mother and father.,1,26,pamper : i have been use pamper there my baby was monkey . they are perfect . i love the includes and i suggest to this woman and woman .,{pamper} (i) (have) (been) {use} {pamper} [there] (my) [any] (was) {bear} (they) (are) [any] (i) {love} (the) [includes] (and) (i) [any] (to) [this] [woman] (and) [woman] ,8,5,13,0,* : i have been use * there my * was monkey . they are * . i * the include and i * to this * and * .,"[596, 698]",18,8
10919,"very satisfied!: it came on time, and it was in the condition that they indicated it would be. i am very satisfied!",1,22,"very satisfied ! : it come on there , and it was in the condition that they indicate it there be . i am very satisfied !",(very) [any] (it) {come} (on) [there] (and) (it) (was) (in) (the) [any] (that) (they) {indicate} (it) [there] (be.) (i) (am) (very) [any] ,5,2,14,1,"very * ! : it come on there , and it was in the condition that they * it there be . i am very * !","[699, 745]",19,3
10932,super duper diaper deal: we really like all the pampers diapers we've used. they are comfortable for our baby and they seem to do a great job.,1,27,super duper diaper trade : we there there all the pamper diaper we 've use . they are comfortable for our baby and they seem to do a great job .,[any] duper [any] [trade] (we) [there] [there] (all) (the) {pamper} {diaper} {we} {use} (they) (are) [any] (for) (our) [any] (and) (they) [any] (to) (do) (a) [any] [any] ,10,4,12,1,* * diaper * : we there there all the pamper diaper we ' ve * . they are * for our baby and they * to do a * * .,"[133, 700]",20,8
10999,"excellent!: does not leak, lasts for a long time and prevents smell. this pack is the best value i have found. love it!!",1,23,"excellent ! : does not leak , this for a long there and prevent smell . this bag is the best value i have there . love it ! !","[any] (does) (not) leak, {last} (for) (a) [any] [there] (and) {prevent} [any] (this) [bag] (is) (the) {good} [any] (i) (have) [any] [any] (it!!) ",8,3,10,2,"* ! : does not leak , this for a * there and * * . this bag is the * * i have there . * it ! !","[112, 701]",16,7
11077,great pampers: i use those diapers for years. they are good for my daughter and other babies. this one is bought as a gift for our friend.,1,27,great pamper : i use those diaper for this . they are good for my woman and other baby . this one is new as a gift for our daddy .,[any] {pamper} (i) [any] (those) {diaper} (for) {year} (they) (are) [any] (for) (my) [woman] (and) (other) {baby} (this) [any] (is) {buy} (as) (a) [any] (for) (our) [daddy] ,7,5,15,0,great * : i * those * for this . they are good for my woman and other * . this * is * as a gift for our daddy .,"[546, 702]",21,6
11082,"great diapers!: i got these diapers for my son, he has used them before and did great with them. i got a great deal on them!",1,26,"great diaper ! : i there these diaper for my son , he has use them before and did great with them . i there a great trade on them !","[any] {diaper} (i) {get} (these) {diaper} (for) (my) son, (he) (has) {use} (them) (before) (and) (did) [any] (with) (them.) (i) {get} (a) [any] [trade] (on) (them!) ",4,5,14,3,"great * ! : i there these * for my * , he has * them before and did great with them . i there a great * on them !","[643, 703]",21,5
11163,love it: worth what you pay for saved lots buying big i will keep buying bulk when it comes to diapers thanks,1,22,love it : worth what you pay for save there new big i will always new bulk when it come to diaper thank,[any] (it:) [any] (what) (you) [any] (for) {save} {lot} {buy} [any] (i) (will) [always] {buy} [any] (when) (it) {come} (to) {diaper} {thank} ,6,7,8,1,love it : * what you * for * there new * i will * new * when it come to * *,"[704, 835]",14,8
11202,great deal!!: great deal!! they arrived in less time than quoted to my door! you just can't go wrong with pampers and i am loving amazon!! :),1,27,great trade ! ! : great trade ! ! they arrive in less there than quote to my door ! you just can not go there with pamper and i am love amazon ! ! :),[any] [trade] [any] [trade] (they) {arrive} (in) [any] [there] (than) {quote} (to) (my) [hand] (you) (just) {can} [any] [there] (with) {pamper} (and) (i) (am) {love} [any] :) ,10,5,11,1,* * ! ! : * * ! ! they * in * there than * to my door ! you just can not go there with * and i am * amazon ! ! :),"[695, 705]",18,9
11256,"it's great: it's great. it is heavy snow outside, but the diaper arrived on time. very thing is good.thank you for your service and product.",1,25,"it be great : it be great . it is clear sun outside , but the diaper arrive on there . very this is good.thank you for your service and includes .",(it's) [any] (it's) [any] (it) (is) [clear] [sun] [any] (but) (the) [any] {arrive} (on) [there] (very) [this] (is) good.thank (you) (for) (your) [any] (and) [includes] ,10,1,11,3,"it be great : it be great . it is * * * , but the * * on there . very this is good.thank you for your * and include .","[491, 706]",22,6
11278,great gift: i loved that i could send all these diapers to a friend across the country for such a great price. and pampers diapers are my favorite.,1,28,great gift : i love that i there send all these diaper to a daddy outside the country for such a great price . and pamper diaper are my favorite .,[any] [any] (i) {love} (that) (i) [there] [any] (all) (these) {diaper} (to) (a) [daddy] [outside] (the) [any] (for) (such) (a) [any] [any] (and) {pamper} {diaper} (are) (my) [any] ,10,4,14,0,great * : i love that i there * all these * to a * * the * for such a great price . and * * are my * .,"[707, 793]",19,9
11319,nice: this is a good app that works well with the system and we have had no problems with this app so far.,1,23,nice : this is a good app that work there with the system and we have had no problems with this app so until .,[any] (this) (is) (a) [any] [any] (that) {work} [there] (with) (the) [any] (and) (we) (have) (had) (no) {problem} (with) (this) [any] (so) [until] ,7,2,14,0,* : this is a * * that work there with the * and we have had no * with this * so until .,"[279, 708]",17,6
11330,"excellent older edition: this is an older edition of ""leaves of grass"" , it downloaded fast and i was able to read it in a minute or so.",1,28,"excellent there edition : this is an there edition of "" there of grass "" , it download fast and i was able to read it in a minute or so .","[any] {old} [any] (this) (is) (an) {old} [any] (of) {leave} (of) [any] , (it) {download} [any] (and) (i) (was) [any] (to) [any] (it) (in) (a) [any] (or) (so.) ",8,4,14,2,"excellent there * : this is an there * of "" there of * "" , it * * and i was * to read it in a * or so .","[709, 906]",20,7
11347,"great book!: i just finished this book. great story, great humor and all around great reading. i highly recommend it.",1,20,"great book ! : i just finish this book . great secret , great humor and all somewhere great reading . i highly recommend it .",[any] [any] (i) (just) {finish} (this) [any] [any] [secret] [any] humor (and) (all) [somewhere] [any] {read} (i) [any] [any] (it.) ,10,2,6,2,"* book ! : i just * this book . * * , * humor and all * * * . i * * it .","[251, 710]",10,10
11401,"works but messy!: bonds sole of shoes well, but it was difficult not to get the glue on other parts not intended to be glued.",1,25,"work but messy ! : bond sole of bag there , but it was difficult not to there the glue on other secret not intend to be glue .",{work} (but) [any] {bond} sole (of) {shoe} [there] (but) (it) (was) [any] (not) (to) [there] (the) glue (on) (other) {part} (not) {intend} (to) (be) {glue} ,4,6,13,2,"* but * ! : * * of * there , but it was difficult not to there the * on other * not * to be * .","[711, 723]",16,9
11464,"good insights: if you're looking for good insights on criminal behaviour, this is it. i liked it and learned a few things i hadn't already explored.",1,26,"good insight : if you be there for good insight on criminal behaviour , this is it . i there it and speak a few this i had not there explore .",[any] {insight} (if) (you're) {look} (for) [any] {insight} (on) criminal [any] (this) (is) (it.) (i) {like} (it) (and) {learn} (a) (few) {thing} (i) (hadn't) [there] {explore} ,4,7,11,4,"good * : if you be there for good * on * * , this is it . i there it and speak a few this i had not there * .","[712, 884]",23,5
11507,"a favorite: this was my first tony o'connor cd but i have gone on to buy many more, all his music is relaxing and lovely",1,25,"a favorite : this was my this collins o'connor hd but i have go on to new there more , all his music is relax and wonderful","(a) [any] (this) (was) (my) [this] [collins] [any] [hd] (but) (i) (have) {go} (on) (to) [free] [there] (more,) (all) (his) [any] (is) {relax} (and) [wonderful] ",9,2,13,1,"a * : this was my this * o'* hd but i have * on to new there more , all his music is * and *","[580, 713]",20,6
11572,good: works well. i used them with my washer and dryer so i could clean behind the washer and dryer great for the price,1,24,good : work there . i use them with my washer and dryer so i there dry behind the washer and dryer great for the price,[any] {work} [there] (i) {use} (them) (with) (my) [any] (and) [any] (so) (i) [there] [dry] [any] (the) [any] (and) [any] [any] (for) (the) [any] ,11,2,11,0,* : * there . i use them with my * and * so i there * * the * and * great for the *,"[662, 714]",15,9
11592,"moon spells: this book is very good, interesting, and helpful i recommend this book to those who love and live under the moon.",1,23,"moon understand : this book is very good , interesting , and examples i recommend this book to those who love and live under the moon .",[any] {spell} (this) [any] (is) (very) [any] [any] (and) [examples] (i) [any] (this) [any] (to) (those) (who) [any] (and) [any] (under) (the) [any] ,10,1,12,0,"* understand : this book is very * , * , and * i recommend this book to those who * and * under the * .","[129, 715]",16,7
11652,"very nice: these are perfect for painting, and the price is very good. i would recommend this product, but please leave some more for me.ed",1,25,"very nice : these are perfect for painting , and the price is very good . i there recommend this includes , but please there some more for me.ed",(very) [any] (these) (are) [any] (for) {paint} (and) (the) [any] (is) (very) [any] (i) [there] [any] (this) [includes] (but) [any] [there] (some) (more) (for) [somehing] ,10,1,14,0,"very * : these are * for * , and the price is very good . i there recommend this include , but * there some more for *.*","[533, 716]",20,6
11670,"good read.: this was pretty good stuff. i didn't agree with everything, but it did cause me to think about some things.",1,22,"good read . : this was there good stuff . i did not agree with there , but it did cause me to there about some this .",[any] [any] (this) (was) [there] [any] [any] (i) (didn't) [any] (with) [there] (but) (it) (did) [any] (me) (to) [there] (about) (some) {thing} ,9,1,11,1,"good read . : this was there good * . i did not * with there , but it did * me to there about some this .","[241, 717]",20,3
11713,"another bernbaum masterpiece: great recipes, easy to follow. if you like the cake bible this is a perfect companion.",1,19,"this bernbaum masterpiece : great recipe , easy to follow . if you there the cake bible this is a perfect companion .",[this] bernbaum [any] [any] {recipe} [any] (to) [any] (if) (you) [there] (the) [any] [any] (this) (is) (a) [any] [any] ,10,1,7,1,"this * * : great * , * to * . if you there the * * this is a perfect * .","[718, 832]",11,8
11764,classic: a huge fan of john coltrane and all his works. my only pet peeve is this album isn't as lenghty as i wanted it to be.,1,27,classic : a huge fan of collins coltrane and all his work . my only pet peeve is this album is not as lenghty as i want it to be .,[any] (a) [any] [any] (of) [collins] [any] (and) (all) (his) {work} (my) (only) [any] peeve (is) (this) [any] (isn't) (as) lenghty (as) (i) {want} (it) (to) (be.) ,7,2,14,4,* : a * * of * * and all his work . my only * * is this album is not as * as i * it to be .,"[272, 719]",19,9
11796,"excellent!: just what i was looking for in an orchestration book, the translated words of rimsky-korsakov. great price, nice cover and durability.",1,22,"excellent ! : just what i was there for in an orchestration book , the translate word of rimsky - korsakov . great price , nice album and durability .",[any] (just) (what) (i) (was) {look} (for) (in) (an) [any] [any] (the) {translate} {word} (of) rimsky-korsakov. [any] [any] [any] [album] (and) [any] ,8,3,10,1,"excellent ! : just what i was there for in an * * , the * * of * - * . great * , nice album and * .","[720, 785]",15,8
11801,"music: the music was slightly different than i expected- more modern, i guess. i like it though and will listen to it.",1,22,"music : the music was slightly different than i expected- more modern , i there . i there it there and will listen to it .",[any] (the) [any] (was) [any] [any] (than) (i) {expect} (more) [any] (i) [there] (i) [there] (it) [there] (and) (will) [any] (to) (it.) ,9,1,11,1,"* : the * was * * than i *- more * , i there . i there it there and will listen to it .","[721, 839]",16,6
11855,love these: i had looked all over houston for these and could not find them. they are just what i wanted.,1,21,love these : i had there all over chicago for these and there not there them . they are just what i want .,[any] (these:) (i) (had) {look} (all) (over) [chicago] (for) (these) (and) [there] (not) [there] (them.) (they) (are) (just) (what) (i) {want} ,4,2,13,2,love these : i had there all over * for these and there not there them . they are just what i want .,"[503, 722]",20,1
11887,lamp reflector: this is a great price for an item for a very difficult to find flashlight.i will definitely purchase again from this website,1,24,lamp reflector : this is a great price for an item for a very difficult to there flashlight.i will there includes again from this website,[any] reflector: (this) (is) (a) [any] [any] (for) (an) item (for) (a) (very) [any] (to) [there] flashlight.i (will) [there] [includes] (again) (from) (this) [any] ,8,0,13,3,* * : this is a * * for an * for a very difficult to there *.i will there * again from this *,"[711, 723]",17,8
11899,"this is epic!!: this soundtrack is just like playing the video game in a short period of time! if you love this game, you'll love this cd!",1,27,"this is epic ! ! : this soundtrack is just there play the video game in a short period of there ! if you love this game , you will love this hd !",(this) (is) [any] (this) [any] (is) (just) [there] {play} (the) [any] [any] (in) (a) [any] [any] (of) [there] (if) (you) [any] (this) [any] (you'll) [any] (this) [hd] ,12,1,13,1,"this is * ! ! : this * is just there play the video game in a * * of there ! if you * this game , you will * this hd !","[75, 724]",22,6
11903,great quality and shipping time: i would like to thank the seller for the great quality and the fast shipping :) i really liked your service,1,26,great includes and shipping there : i there there to thank the seller for the great includes and the fast shipping :) i there there your service,[any] [includes] (and) [any] [there] (i) [there] [there] (to) [any] (the) [any] (for) (the) [any] [includes] (and) (the) [any] [any] :) (i) [there] {like} (your) [any] ,14,1,10,1,great * and * there : i there there to * the * for the great * and the fast * :) i there there your service,"[489, 725]",19,6
11952,great!: i received the cd in within time frame given. great cd and a good experience. love buying through amazon. very happy with the purchase.,1,25,great ! : i receive the hd in within there frame there . great hd and a good experience . love new through amazon . very thank with the includes .,[any] (i) {receive} (the) [hd] (in) [any] [there] [any] {give} [any] [hd] (and) (a) [any] [any] [any] {buy} (through) [any] (very) [thank] (with) (the) [includes] ,13,3,9,0,great ! : i * the * in * there * there . great * and a good * . * * through * . very thank with the include .,"[726, 803]",16,9
11994,morillo rocks: if your a morrillo fan then this cd has tons of awesome tracks to keep you moving all night.,1,21,morillo dance : if your a morrillo fan then this hd has ton of best track to always you move all sunday .,morillo {rock} (if) (your) (a) morrillo [any] (then) (this) [hd] (has) {ton} (of) [best] {track} (to) [always] (you) {move} (all) [sunday] ,5,4,10,2,* * : if your a * fan then this * has * of good * to * you * all * .,"[727, 828]",12,9
12091,"the first book report i ever made!: i really liked this book because i like animals, and i really do want to be a veteranarian! read this book!!!",1,28,"the this book report i this there ! : i there there this book because i there animal , and i there do want to be a veteranarian ! read this book ! ! !",(the) [this] [any] [any] (i) [this] {make} (i) [there] {like} (this) [any] (because) (i) [there] {animal} (and) (i) [there] (do) [any] (to) (be) (a) veteranarian! [any] (this) [any] ,11,3,13,1,"the this book * i this there ! : i there there this book because i there * , and i there do * to be a * ! read this book ! ! !","[389, 728]",24,4
12118,"good stuff: no problems whatsoever... it came in fast, with no defects and held up really well in the wash!",1,20,"good stuff : no problems whatsoever ... it come in fast , with no defect and there up there there in the dry !",[any] [any] (no) {problem} [any] (it) {come} (in) [any] (with) (no) {defect} (and) {hold} (up) [there] [there] (in) (the) [dry] ,7,4,9,0,"good * : no problem * ... it * in * , with no * and there up there there in the * !","[566, 729]",14,6
12134,very interesting and informative: i have always been interested in weird things and this fills my need,1,17,very interesting and informative : i have there been interested in weird this and this grab my there,(very) [any] (and) [any] (i) (have) [there] (been) [any] (in) [any] {thing} (and) (this) {fill} (my) [there] ,6,2,9,0,very interesting and * : i have there been * in * this and this grab my there,"[274, 730]",14,3
12175,"great: works great. got this one to upgrade from a normal/low definition unit. it is compact, easy to use, stylish and is a fine product from tivo.",1,27,"great : work great . there this one to upgrade from a normal / low definition unit . it is compact , easy to use , stylish and is a fine includes from tivo .",[any] {work} [any] {get} (this) [any] (to) [any] (from) (a) normal/low [any] [any] (it) (is) [any] [any] (to) [any] [any] (and) (is) (a) [any] [includes] (from) [wix] ,13,2,11,1,"* : work * . there this one to * from a * / * * * . it is * , * to use , * and is a fine include from * .","[384, 731]",17,11
12263,taste great: this is really nice to have when you just want something a little different. it makes drinking a cup of coffee step out of the ordinary.,1,28,taste great : this is there nice to have when you just want there a little different . it there drink a cup of coffee there out of the powerful .,[any] [any] (this) (is) [there] [any] (to) (have) (when) (you) (just) [any] [there] (a) [any] [any] (it) {make} {drink} (a) cup (of) [any] [there] (out) (of) (the) [powerful] ,11,2,14,1,taste great : this is there * to have when you just * there a * * . it there * a * of coffee there out of the * .,"[732, 733]",21,7
12266,"gad zuks, batman!: no calories, no carbs, just great taste to add to coffee anywhere you are. i keep it in my purse. this stuff is great!",1,27,"gad zuks , superman ! : no calorie , no carb , just great taste to add to coffee anywhere you are . i always it in my purse . this stuff is great !",gad {zuk} [superman] (no) {calorie} (no) {carb} (just) [any] [any] (to) [any] (to) [any] [any] (you) (are.) (i) [always] (it) (in) (my) [any] (this) [any] (is) [any] ,10,3,12,2,"* * , * ! : no * , no * , just great taste to * to coffee * you are . i * it in my * . this * is great !","[732, 733]",17,10
12278,makes me feel younger and more energetic: great on any food that has a salty taste. i don't recommend on cereal or sweet things like in shakes.,1,27,there me feel young and more energetic : great on any food that has a salty taste . i do not recommend on cereal or sweet this there in shake .,{make} (me) [any] {young} (and) (more) [enthusiastic] [any] (on) (any) [any] (that) (has) (a) [any] [any] (i) (don't) [any] (on) [any] (or) [any] {thing} [there] (in) {shake} ,10,4,12,1,there me * * and more * : great on any * that has a * * . i do not recommend on * or * this there in * .,"[734, 850]",19,9
12367,"chilling, too real: this was a good movie, albeit disturbing and hard to watch. the cast is good....too good at times. not for the feeble-minded.",1,25,"chill , too real : this was a good movie , albeit disturbing and hard to watch . the cast is good .... too good at there . not for the feeble - minded .",{chill} (too) [any] (this) (was) (a) [any] [any] [any] {disturb} (and) [any] (to) [any] (the) [any] (is) good....too [any] (at) {time} (not) (for) (the) {feebleminde} ,8,4,12,1,"* , too * : this was a good movie , * * and * to watch . the * is good .... too good at there . not * the * - * .","[735, 775]",18,9
12383,liked: i liked this book. the characters are very enjoyable and the plot was interesting. it was a little predictable though...,1,21,there : i there this book . the character are very enjoyable and the plot was interesting . it was a little upsetting there ...,{like} (i) {like} (this) [any] (the) {character} (are) (very) enjoyable (and) (the) [any] (was) [any] (it) (was) (a) [any] [upsetting] [there] ,6,3,11,1,there : i there this * . the character are very * and the plot was * . it was a * * there ...,"[156, 736]",16,5
12421,ransom: good story wish it would continue into another story line. love this book but where is the next one to follow,1,22,ransom : good secret wish it there continue into this secret line . love this book but where is the this one to follow,ransom: [any] [secret] [any] (it) [there] continue (into) [this] [secret] [any] [any] (this) [any] (but) (where) (is) (the) [this] [any] (to) [any] ,12,0,8,2,* : good secret * it there * into this secret line . love this * but where is the this * to *,"[629, 737]",16,6
12430,one of the best....love it: well this is one of the best from ms garwood. just love it...... can't wait for her next book .,1,25,one of the best .... love it : there this is one of the best from ms garwood . just love it ...... can not wait for her this book .,[any] (of) (the) best....love (it:) [there] (this) (is) [any] (of) (the) {good} (from) [any] garwood. (just) [any] (it......) {can} [any] (for) (her) [this] [any] . ,8,2,10,5,one of the * .... * it : there this is one of the * from * * . just * it ...... can not wait for her this book .,"[476, 738]",20,6
12482,"for my daughter: my daughter loved these dvds so much, we have ordered every set, not to mention it comes with a figure.",1,23,"for my woman : my woman love these dvds so there , we have order this set , not to mention it come with a figure .",(for) (my) [woman] (my) [woman] {love} (these) dvds (so) [there] (we) (have) {order} [this] [any] (not) (to) mention (it) {come} (with) (a) [any] ,6,3,12,2,"for my * : my * love these * so there , we have * this * , not to * it come with a * .","[739, 781]",16,7
12531,excellent!: this book was very encouraging and an easy read. a must read for those who want to be encouraged in their prayer life.,1,24,excellent ! : this book was very encouraging and an easy read . a must read for those who want to be encourage in their prayer there .,[any] (this) [any] (was) (very) {encourage} (and) (an) [any] [any] (a) [any] [any] (for) (those) (who) [any] (to) (be) {encourage} (in) (their) [any] [there] ,9,2,13,0,* ! : this book was very * and an easy read . a * read for those who * to be * in their * there .,"[636, 740]",18,6
12543,"caine is fantastic: all i can say is caine is the bomb and he makes alot of his ""i need beans"" expressions in this film!",1,25,"caine is exciting : all i can say is caine is the bomb and he there alot of his "" i there bean "" expression in this film !","[any] (is) [exciting] (all) (i) (can) [any] (is) [any] (is) (the) [any] (and) (he) {make} [any] (of) (his) (""i) [there] {bean} {expression} (in) (this) film! ",7,3,13,2,"* is * : all i can say is * is the * and he there * of his "" i there * "" * in this film !","[741, 863]",18,7
12618,"good movie: the movie bill engvall: 15 degrees off cool, is i think by far one of his better movies. he is such a good comedian.",1,26,"good movie : the movie bill engvall : 15 degree off cool , is i there by until one of his there movie . he is such a good comedian .",[any] [any] (the) [any] [any] engvall: 15 {degree} (off) [any] (is) (i) [there] (by) [until] [any] (of) (his) {well} {movie} (he) (is) (such) (a) [any] [any] ,10,3,11,2,"good * : the * bill engvall : 15 * off cool , is i there by until one of his there * . he is such a good * .","[742, 743]",21,5
12620,bill engvall 15 off cool: this is one of the best i have seen. side splitting funny. will watch over and over.,1,22,bill engvall 15 off cool : this is one of the best i have there . there splitting funny . will watch over and over .,[any] engvall 15 (off) [any] (this) (is) [any] (of) (the) {good} (i) (have) {see} [there] {split} [any] (will) [any] (over) (and) (over.) ,6,3,10,3,bill engvall 15 off cool : this is one of the good i have there . there * * . will * over and over .,"[742, 743]",19,3
12621,"great video: this is the best video he has done since ""here's your sign."" i would recommend this video to everyone i know.",1,23,"great video : this is the best video he has do there "" here be your trade . "" i there recommend this video to everyone i there .",[any] [any] (this) (is) (the) {good} [any] (he) (has) {do} [there] {here} (your) [trade] (i) [there] [any] (this) [any] (to) [any] (i) [there] ,10,3,10,0,"great * : this is the good * he has do there "" here be your * . "" i there * this * to * i there .","[449, 744]",18,6
12626,"marketing textbook: the book was in perfect condition, however, it didn't come with the user access code for internet review websites.",1,21,"marketing textbook : the book was in perfect condition , there , it did not come with the user access code for internet review website .",[any] [any] (the) [any] (was) (in) [any] [any] [there] (it) (didn't) [any] (with) (the) [any] [any] [any] (for) [any] [any] {website} ,12,1,7,1,"* * : the * was in * condition , there , it did not come with the * * * for * * * .","[699, 745]",12,10
12658,alpine cat scratcher replacement pad: this was a very good product at a reasonable price. the vendor shipped in a very timely manner. very satisfied.,1,25,alpine monkey scratcher replacement pad : this was a very good includes at a reasonable price . the vendor ship in a very timely manner . very satisfied .,[reef] [monkey] scratcher [any] pad: (this) (was) (a) (very) [any] [includes] (at) (a) [any] [any] (the) [suppliers] {ship} (in) (a) (very) [any] [any] (very) [any] ,11,1,11,2,* * * * * : this was a very * include at a * price . the * * in a very timely manner . very * .,"[746, 897]",15,10
12683,"compare to ""brave new world"": read it to compare it to huxley's work. i don't think this matches ""brave new world"", but make your own determination.",1,26,"compare to "" brave new world "" : read it to compare it to huxley 's work . i do not there this match "" brave new world "" , but there your own determination .",[any] (to) [any] [any] [any] [any] (it) (to) [any] (it) (to) {huxley} [any] (i) (don't) [there] (this) {match} [any] [any] [any] (but) [there] (your) (own) [any] ,13,2,10,1,"* to "" * * * "" : read it to * it to * 's * . i do not there this * "" * * * "" , but there your own * .","[747, 770]",16,12
12723,men's pajama set: these pajamas are very comfortable. i wash them in the machine with cold setting and have no problems with how they come out.good buy!,1,27,man 's pajama set : these pajama are very comfortable . i dry them in the machine with cold setting and have no problems with how they come out.good new !,{man} pajama [any] (these) {pajama} (are) (very) [any] (i) [dry] (them) (in) (the) [any] (with) [any] [any] (and) (have) (no) {problem} (with) (how) (they) [any] out.good [free] ,8,3,14,2,* 's * * : these * are very * . i * them in the * with * * and have no * with how they * *.good new !,"[748, 939]",17,12
