text,annon_sents,neigbors
"thankful is great!: kelly clarkson has an amazing voice, and i'm so glad that her cd finally came out!","kelly clarkson has an amazing voice, and i'm so glad that her cd finally came out! if you like","[543, 733, 560]"
"horrible just horrible: clay aiken is definitely more talented. move over kelly, clay has taken over.",season five the funny started slipping. this season stinks. not funny!,"[559, 734, 876]"
"not my type of book!: too much 'he said' / 'she said', unbelievable characters in unrealistic situations.","this show is amazing, from the cast to the script everything is done unbelievable well. the script stunk, and the ending was worse ","[165, 695, 735]"
"classic cussler: for lovers of cussler, this is a classic. exciting adventures, improbable rescues, and a great ending.pure enjoyment.","regular frichik is delicious. this is not. for lovers of cussler, this is a classic.","[669, 974, 736]"
different: everyone should attempt this book-hint stick with it for 150 pages before deciding if you like it!,the third secret is a fast read...well researched and edge of your seat. everyone should attempt this book-hint stick with it for 150,"[63, 595, 737]"
"extremely thorough and comprehensive: strong systems manual;written as well as ""operational profitability""","strong systems manual;written as well as ""operational profitability"" hc: bad specification. it is not aplicable for all models that are specified","[738, 943, 829]"
excellent camera: sony cybershot dscw90 8.1mp digital camera with 3x optical zoom and super steady shot (black)excellent camera,kodak digital camera: easy to use and takes great shots. sony cybershot dscw90 8.1mp digital,"[71, 674, 739]"
"welcome back bruce!!: great music; horrible vocals! is this a joke! bye, bye blaze. welcome back bruce!",disapointed: sammy hagar....r u kidding?he never belonged with van halen.quite the,"[384, 740, 944]"
"poor reproduction.: this disk needs higher technology clean-up to be enjoyable. too many scratches, hisses and static.",sony cd-r's are extremely unreliable!,"[95, 741, 964]"
international protocol: a great book for any traveler that covers everything you need to know about international protocol.,international protocol: a great book for any traveler that covers everything you need to know about international protocol. curious george christmas book: ,"[742, 912, 789]"
"fantastic service!: very pleased with service from this seller, quick and well packed item arriving safely. many, many thanks",the lanyards and whistles were purchased for a christmas gift which was well received. i received the item in a timely fashion,"[121, 241, 743]"
"pittsburgh steelers ball cap: inside edging of seems opened already, materal rubs head and is uncomfortable.","pittsburgh steelers ball cap seems opened already, materal rubs head and is uncomfortable. paper shredder is poorly constructed and","[744, 782, 775]"
"from the writer who brought you glitter: where's triumph the insult comic dog to plead, ""kill me now!""",the eye candy-look wears off when the first sentence is uttered. monster magnet suck barnyard animals.,"[673, 986, 745]"
"product good, shipping delayed: product good, shipping delayed from health genesis during thanksgiving holiday be a couple of weeks.",i almost bought this one!: thought it was anamorphic! now when will we get the anamorphic version?. ,"[340, 746, 839]"
great album: a very good album. somewhat hard to find. george adams is a beautiful player. highly recommended.,the high ceilings is a great band. max heinegg is a musical genius. if you like the blind boys you',"[62, 747, 864]"
the five pennies: when is the dvd to be released? this is a childhood favourite ofmine and my partners.,the five pennies is a childhood favourite of mine and my partners. i can't wait for the sequel which is in pre-production,"[65, 748, 671]"
playful and fun: just great writing. great characters. a story about nothing before sienfeld made it cool.,good movie fun and entertaining. lots of fun if your into the simple comedy. good effects and all that but the plot overall was pretty stupid.,"[106, 749, 329]"
boring: i found myself not caring about the main character and i didn't find the musings very entertaining.,i purchased all 7 and gave them away. hard to watch/listen: waste of money. i found myself not caring about the main character and,"[54, 750, 324]"
pearls of wisdom mother bracelet: i bought this bracelet for my mother and she loved it.very nice and elegant.,"save your money, these bracelets are almost impossible to put together. these are really tiny, not very impressive in real life, and not worth the","[169, 638, 751]"
classic musical: classic musical from hollywood's golden age. have watched it repeatedly and can't stop humming the songs.,"genius! is tim burton's best (brilliant) work. great visuals, but a not so fun plot ","[468, 914, 752]"
"broke after one month: after owning these headphones for about a month, the right speaker is already not working.",logitech noise-canceling headphonesa very good product especially at amazon's low price!!. headphone jack adapter is,"[570, 585, 753]"
uh huh ya.....: this album is too painful to listen to.pj is out of ideas.viva some other chick band.,"a&a; sucks,blink-182 sucks,for real music, listen to the almighty....dream theater","[246, 754, 770]"
great seller..: ordered this album for my co-worker. he appreciates it very much. thanks for fast delivery.,lee ann womak cd arrived within two days of my placing my order.,"[277, 319, 755]"
"good order: the book arrived earlier than the expected arrival date, and it's in very good condition.",the edinburgh lectures arrived in perfect condition. compact houses book came fairly quickly and as described.,"[376, 756, 767]"
just as described...: received this book in the description described. price was excellent. received it in a timely manner.,very nice collection of thoreau's work. perfect for anyone wanting to get better acquainted with thoreau's work.,"[231, 757, 481]"
works fine: works as expected. directions are sorely lacking though. would have been rated 5 stars otherwise.,moves were impossible to follow -- way too complicated. don't waste your time or money. works as expected. directions are sorely lacking though. would,"[603, 758, 975]"
"wonderful blend: soul, blues, jamaican all blended into a scorcher. worth its weight in gold. buy this album!!","wow: amazing album, amazing band. one of the best american metal bands that most people don't know!!!!","[252, 961, 759]"
"wonderful product: these sheets are awesome! i would purchase them again. great product, great price.","love the swaddle-me- however, note that the cotton stretches a lot faster then the microfleece versions ","[238, 628, 760]"
who knows??: why isn't this title available in english? sent this back as it is a foreign language!!!,a classic thriller written by mary shelley and heartbreaking terrifying story. why isn't this title available in english? sent this,"[583, 730, 761]"
poor quality remakes: low fidelity remakes. steer clear. stick with anything from the decca/mca family of labels.,this is not a documentary. moore should be ashamed for profiting off of this tragedy. steer clear. stick with anything from the decca,"[569, 841, 762]"
great music: kirk franklin and the family christmasinspirational christmas music that is a nice change from traditional christmas songs.,"this version is missing songs...the best ones, too! don't buy it, look for the full version.","[201, 763, 916]"
"good for school: bought for a school project. price was bit high, has a good font-typeset.satisfied with purchase.","this philosophical text was interesting. bought for a school project. price was bit high, has a good font-typeset.satisfied","[247, 941, 764]"
superb timer: this product is wonderful. i use it to time presentations; it's perfect for that. highly recommend.,"the joystick is too sensitive, overall the worst excuse for a flight sim. the superb timer is wonderful. i use it to","[341, 409, 765]"
great: i thought everything went fine. i had no problems ordering from this person. would do it again definately,i was very pleased with my last purchase. the delivery was very prompt and shipped in perfect condition. i would purchase from them again.,"[226, 483, 766]"
"book as described.: compact houses book came fairly quickly and as described, in very good condition. thanks!",the edinburgh lectures arrived in perfect condition. compact houses book came fairly quickly and as described.,"[376, 756, 767]"
save your money: empty square boxes; cold and modern. the flat roofs would never work in the northern climate.,save your money: empty square boxes; cold and modern. the flat roofs would never work in the northern climate.,"[702, 956, 768]"
love mia!!!: what could be better than a near-life-size image of mia hamm hanging on your door or wall?,mccutcheon's songs are entertaining and diverse.,"[489, 769, 532]"
"all that needs to be said....: a&a; sucks,blink-182 sucks,for real music, listen to the almighty....dream theater!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","a&a; sucks,blink-182 sucks,for real music, listen to the almighty....dream theater","[246, 754, 770]"
"very disappointing: saunders-garcia combo doesn't work. bass work, i'm guessin' by phil lesh, is the highlight.","saunders-garcia combo doesn't work. bass work, guessin' by phil lesh, is the highlight ","[301, 771, 692]"
beautiful sacred songs: playing these beautiful songs along with your prayers can heal and transfrom a space. why not?,"maiden rocks, but not in this album: this cd can give you especific details of the weak dickinson voic.","[772, 963, 898]"
"great music, great arrangements and performance.: very satisfied with this cd. cem duruoz is a genius.","wishmaster is a fantastic album, that should grace everyone's music collection. innovating and always refreshing. truly a masterpiece.","[6, 312, 773]"
my children love the rifleman.: could someone please tell us which episodes are contained in this volume,"i like this book,gr8 analysis,i tried to search for the biography of the writer,but i couldn't find.","[637, 935, 774]"
havahart cage: trap doesn't trigger when chipmonk enters cage. can reach bait without going over the trigger mechanism.,"pittsburgh steelers ball cap seems opened already, materal rubs head and is uncomfortable. paper shredder is poorly constructed and","[744, 782, 775]"
"false presented item: i'd give it 0 star if possibleit is tk32a, not tk32 as stated in the title.returned","eagles: this hd dvd would not play on standard, enhanced, hd or blu ray dvd players. it","[776, 865, 851]"
good 'ole outlook: i've used outlook at several locations & love what it does.thanks amazon for the great price.,zenergy chimes: thanks for the speedy transaction. outlook: good 'ole outlook at several locations & love what it,"[621, 777, 715]"
echoes of nature: thunderstorm: not enough thunder. the long periods of rain sounded like static. dissappointing.,i swear there are now more moths than before!!! i highly recommend this book for people who want to hear the truth about,"[383, 896, 778]"
enjoyable music: bought this to use for our church's hawaiaan-harvest festival for children ages 4-12. great music!,this book works great for teaching the song. the hardback cover is great for multiple uses.,"[35, 779, 816]"
just rain: it is a rainforest. don't buy if you are expecting anything more than rain. threw it away.,it is a rainforest. don't buy if you are expecting anything more than rain. threw it away.,"[281, 780, 450]"
"great!: they don't make em like this anymore...great choreography, terrific gwen, a wonderful musical! see it!","the figures arms cannot be lowered, limiting the available poses to waving gestures. if you're a narut","[306, 781, 408]"
it broke already: this paper shredder is poorly constructed and already broke. very cheap. do not buy.,"pittsburgh steelers ball cap seems opened already, materal rubs head and is uncomfortable. paper shredder is poorly constructed and","[744, 782, 775]"
not very good: the recording quality was not very good. there are much better recording of this great singer.,"surprisingly, the vocals are completely uninspired. the recording quality was not very good.","[81, 356, 783]"
bio-dome: aerogrow aerogarden indoor gardening kit with gourmet herbs blackgreat for anyone with little space.,"aerogrow aerogarden indoor gardening kit with gourmet herbs blackgreat for anyone with little space. descent tool, needs a little more torque and ","[784, 936, 881]"
super breakable!: were great until they broke in the sink while washing... too fragile for everyday use.,"these mirrors are great because they are removable, adjustable & will fit on any sized bars. fogged up within a week.","[541, 592, 785]"
too big: these glases are too big for practical use. instead we recommend the chardonnay/voigner model.,this is the most comprehensive hits collection available by her - a real best buy. the chardonnay/voigner model is,"[648, 786, 938]"
well-entertaining!: 'french powder mystery' is one of my favorite mystery novel. grand finale is really thrilling!,'french powder mystery' is one of my favorite mystery novels. the beginning kept me coming back for the big ending.,"[275, 787, 631]"
"soft, thick: soft, thick, pretty, the right size. absorbant, luxurious. great price,'nuf said. fills all the requirements.",this product is good for the one who wants deep clean shave. performance is good for sure.,"[334, 645, 788]"
"great!!: this book by mary johnson, re: her son, pace, is a fabulous book; heartwarming, informative, and very inspirational!",international protocol: a great book for any traveler that covers everything you need to know about international protocol. curious george christmas book: ,"[742, 912, 789]"
"encyclopedia britannica 2000: good graphics--poor tech support, hard to load, locks up machines, custom version has problems.","encyclopedia britannica 2000: good graphics--poor tech support, hard to load, locks up machines, custom version has","[724, 863, 790]"
barbie n' bratz!!: my scene is lovely not! i just don't get who would buy such an ugly doll!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,i just don't get who would buy such an ugly doll!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"[412, 527, 791]"
"sgh-c417: it's not as solid, sturdy and strong as the original samsung product. if it drops once, it breaks.","sgh-c417 is not as solid, sturdy and strong as the original samsung product. if it drops once","[792, 836, 894]"
"didn't receive correct product: the online vendor misrepresented the product, so i never received this actual item.",discription says 2-2pound wrist weights. product received was 2-1pound wrist weights. a deceptive rip-off!,"[60, 793, 718]"
"i like dragons: i'm a mcfarlane dragon collector. most of the dragons, especially this one, is a favorite.",i liked this book better when it was called dragonriders of pern/star wars/lord of the rings. i',"[267, 794, 848]"
"a disappointment: utterly basic, nothing a high school student couldn't figure out from looking at the documents.",not suited for beginner's should have qiute lucid explationsi dont recommend for new commers to java.,"[51, 523, 795]"
good product: good product just like it was described and fast shipping. would buy from this person again.,review: didn't like the product but my money was happily refunded. product arrived in a timely manner and in good condition.,"[192, 796, 414]"
"very good service: product was exactly what i expected, it was delivered in a prompt and timely manner.","product arrived in expected time, and in excellent condition. will use this service again if need arises.","[108, 797, 533]"
"stupid movie: this whole thing is stupid. bad movie, bad picture, bad sound. i waisted money on this one.","rollerbomb: stupid, vapid, anemic remake of the 1975 film. the blob: excellent scifi movie.","[25, 163, 798]"
great old italian classics: great old italian classics that i remember listening to as a kid with my parents.,banco's music is deeply influenced by classical music. great old italian classics that i remember listening to as a kid with my,"[407, 799, 988]"
do not watch!!!! disgusting.it is a waste of money.: do not watch!!!! disgusting.it is a waste of money.,utter rubbish: don't waste your money. boring and needlessly graphic gay sex.totally unsympathetic characters.,"[185, 365, 800]"
the perfect storm: stay away this movie is a joke and shows hollywoods lack of creativity and good actors!,stay away this movie is a joke and shows hollywoods lack of creativity and good actors!,"[381, 561, 801]"
13 minutes of action crammed into 2 1/2 hours.....: formulaic. dull. insipid.one sore thumb down...(too much fast forwarding..),"action: lots of action, but totally unbelievable, just like watching wrestling. amusing enough to watch but not to own. formulaic. dull. in","[11, 802, 817]"
"very dissapointing: these are soooo awful!!thin ,cheap and lightweight. not even worth the sale price.","38.39 is a ridiculous price for 12 red bull, especially considering they cost 2.09 in a store. thomas the train","[16, 30, 803]"
good swinging blues: i like listening to this in the car while driving. swinging band - great rhythm section!,i like listening to this in the car while driving. swinging band - great rhythm section! all the way billy cobham: ,"[318, 804, 394]"
it is not what you think it is!: there are other more informative books out there costing definitely less....!,better information on handwriting analysis is avalable from other sources. there are other more informative books out there costing definitely less.,"[612, 656, 805]"
book about the soul: excellent book by thomas moore that is easy to read and gives out good information,"if you are looking for spiritual enlightenment, this isn't the book for you. excellent book by thomas","[302, 842, 806]"
excellent: most realistic book written on network marketing. a must for anyone in network marketing for the first time.,midlife mavericks: well written...author develops a good position on opening ones opportunities...both the positive and the negative are explored ,"[519, 807, 959]"
exam crackers text: the book was received in perfect condition. delievery took the stated time frame.,this book was sold by wrox to apress. the code download is available directly from apress at http://support.apress,"[317, 808, 497]"
extremely helpful!: these practice tests improved my score by 2-3 points. this is a great mcat resource!,this book is the second-best book on toefl after educational testing services' (ets) toefl book. practice,"[20, 809, 513]"
boring.: i could not finish reading this story. nothing happens.it's philosophy disguised as science fiction. dull.,i could not finish reading this story. nothing happens. it's philosophy disguised as science fiction. dull. i find it very suspicious that,"[180, 810, 950]"
way cool francais de colorado...!: terrific french songstress meets stephen stills and manassas!'nuff said!,"i gained a lot of insight about emma's personal beliefs, and anarchy in general. francais de","[187, 480, 811]"
drops connection too often: this just doesn't work that well. the connection drops every 15-30 minutes.,3: does not work with a multi-function printer: check this site to see if it is compatible:http://support.dlink.,"[633, 812, 904]"
"best batman: what more could you ask for? batman and robin takeing down joker,catwoman,riddler,and the peguin.the best batman adaption.",batman begins! was awesome!!! but is the deluxe edition going to be available for full-screen?????????????????????????????,"[103, 813, 104]"
spongebob dvd's first season: excellent transaction. very smooth. no problems. merchandise arrived as listed.,"came within a couple of days of ordering, was in great condition, couldn't expect better.. spongebob dvd's first season: excellent","[164, 578, 814]"
"spongebob!: spongebob is an icon! spongebob and patrick, what a combination!!you cant go wrong with spongebob!","i absolutely love spongebob,and a movie would be awesome!hooray for patrick!","[96, 815, 98]"
loads of fun!: great fun to listen to! an upbeat and energizing sound that will start you singing along.,this book works great for teaching the song. the hardback cover is great for multiple uses.,"[35, 779, 816]"
"good adapation from best selling book.: thought this was an excellent movie. lots of action, adventure, and humor.","action: lots of action, but totally unbelievable, just like watching wrestling. amusing enough to watch but not to own. formulaic. dull. in","[11, 802, 817]"
one-hundred-eighty minutes...wasted: keep a good book or a stack of old magazines handy while watching this movie.,wonderful movie tim daly was excellent as bad guy turn good.the scene with baby sheep great. keep a good book or a stack of,"[548, 824, 818]"
"good!: the beautifulst book that i have never read, simple and operating sin that is outside productionjeff thanks","this book is a tragedy. great book, but publication quality is zero. don't buy a reprint.get the original.","[320, 417, 819]"
"midsomer murders set 2: subtle, but makes an impact. this series is intriguing as it is not predictable.","midsomer murders set 2: subtle, but makes an impact. state-of-the-art dts 5.1 sound production","[820, 966, 866]"
progressive omelet pan: omelet pan is satisfactory and as advertised. it is plenty large for more than one serving.,pistoulet dishes: my wife absolutely loves the plates. i could really care less one way or the other! pizza slicer: the,"[434, 599, 821]"
"so bad, it's good: awful! i'm gonna keep this short and simple: acting=terrible, effects=terrible, the movie itself=terrible.","burt most have needed the $$.: great actor, absolutely terrible movie. acting=terrible, effects=terrible, the","[139, 203, 822]"
cheap quality: plug separated from the cable during first installation. item went straight to the trash.,"the very first disk was defective and i called the company and they told me ""tough"" this package includes 50 discs and over 30 discs","[173, 965, 823]"
wonderful family western: wonderful movie tim daly was excellent as bad guy turn good.the scene with baby sheep great.,wonderful movie tim daly was excellent as bad guy turn good.the scene with baby sheep great. keep a good book or a stack of,"[548, 824, 818]"
great info: a book with great and revealing information on joseph smith. great for members of the mormon faith.,outstanding history from robert e. lee's most important aide. tremendously insightful into lee and the anva ,"[59, 920, 825]"
love the removable table: i mean wow. the removable table is awesome. definitely meets the needs of this musician!,the picture shows pillow cases and another sheet but this only comes with 1 fitted sheet.,"[321, 826, 459]"
south pacific collectors edition: this digitally enhanced version was beautiful..it didn't take away from the original movie at all.,o'reilly should really offer refunds on this book. buy martin fowler's uml distilled instead ,"[379, 419, 827]"
"informative and user friendly: fun, simple, and highly informative! i love this book and karen's wonderful sense of humor.",i have always been interested in weird things and this fills my need. i found this book facsinating and spoke so directly to,"[64, 157, 828]"
mediocre: lots of ho-hum ideas about motivating employees. i don't think it's worth the money or time.,"strong systems manual;written as well as ""operational profitability"" hc: bad specification. it is not aplicable for all models that are specified","[738, 943, 829]"
this is a book for morons: very sad book attempting to manipulate employees with the most pathetic ploys.,this is a great cd for meditation reflection or relaxing. constant peaceful mood throughout.,"[242, 951, 830]"
the sound of music - anniversary edition: a true classic. excellent for all ages. enjoyed the additional footage.,the sound of music - anniversary edition is a true classic. many extras that you won't find on dvd.,"[70, 831, 471]"
accurate product description: this product is truly soothing. i love it. it refreshes my skin and smell wonderful!,this is a great light weight facial sunscreenand day time moisturizer. it refreshes my skin and smell wonderful!,"[88, 832, 472]"
"johnny tremain: disney move, return to the days that sparked the american revolution. a good history lesson.",i finally gave up on uncle tom's cabin. dialogue written in vernacular drove me nuts. johnny tre,"[607, 833, 627]"
gluten-free setting: the overall appearance of gluten free bread was poor. it lacked proper shape and texture.,the overall appearance of gluten free bread was poor. viewers should be aware that this film contains scenes in which animals are slaughtered and hurt.,"[547, 834, 639]"
"a big disappointment: although berg's exquisite style never fails, this trite and irritating story doesn't live up to it.","berg's exquisite style never fails, but this trite and irritating story doesn't live up to it.","[703, 909, 835]"
"much less than mediocre...: no stand-out track, non-professional performances, poor production. any budget, or industry contacts, at all?","sgh-c417 is not as solid, sturdy and strong as the original samsung product. if it drops once","[792, 836, 894]"
"movie review: this movie does not hold ones attention, although the story is good, it is not very exciting.","this moving is awful: boring, depressing and pointless! i'm sorry i wasted my time watching it. :(.","[276, 837, 521]"
"good resource material: easy to use, good info, extremely helpful in deciding how quickly to get to the vet.",a must have if you were recently diagnosed with partial seizures..,"[22, 683, 838]"
discontinued: i made the investment in the original ball and now the product has been discontinued. thanks oxiclean.,i almost bought this one!: thought it was anamorphic! now when will we get the anamorphic version?. ,"[340, 746, 839]"
ok!: the director has some interesting theories in this documentary but presents them in an often simplistic way.,the director has some interesting theories in this documentary but presents them in an often simplistic way.,"[116, 969, 840]"
take back the oscar: this is not a documentary. moore should be ashamed for profiting off of this tragedy.,this is not a documentary. moore should be ashamed for profiting off of this tragedy. steer clear. stick with anything from the decca,"[569, 841, 762]"
"great work of fiction!: but if you are looking for spiritual enlightenment, this isn't the book for you.","if you are looking for spiritual enlightenment, this isn't the book for you. excellent book by thomas","[302, 842, 806]"
"nothing to see: added nothing, no single new inforamtion can be found in this title.dont waste your money.","product has little information about even major metro areas, let alone less populated ones. added nothing, no single new inforamtion can be found in","[350, 843, 611]"
"griddle: a great grill accessory, used it to fix pancakes and bacon, did a great job.a very fine product.","very poor instructions and tedious assembly. requires multiple tools and really 2 people to accomplish this. a great grill accessory, used it to fix pancake","[258, 844, 710]"
slightly shallow but entertaining.: developed and interesting characters. i love that the character though young have experience alot.,"i really enjoyed this seires, i really think anyone who likes modern fanatasy should watch it..","[342, 845, 871]"
"whiney: the writing was not really better than that of a romance novel.i would have called her 'emily', too.",sissy spacek played the part of loretta lynn beautifully. the writing was not really better than that of a,"[846, 991, 879]"
"worst book ever: a lot of hype, not even close.poorly written, bad plot, uninteresting characters.overall, save your money.","worst service: paid for a subscription for my boyfriend and he only received 2 issues!!!. worst book ever: a lot of hype,","[48, 385, 847]"
tarzan of the apes : tarzan no. 1: fantastic start for older children. collectors will appreciate this book too.,i liked this book better when it was called dragonriders of pern/star wars/lord of the rings. i',"[267, 794, 848]"
confortable: this pair of shoes are very confortable but i recommend to buy 1/2 size more than you fit!,"shocking sneakers: beautiful design, very nice choice of colours (white/ green/ gold), very confortable, 10 points. black suede enzo","[336, 849, 643]"
bad: not what i thought....it was like a track shoe...a flat....thought it was more like a sneaker.....,one of adams best films along side the wedding singer and mr. deeds. interesting look back at what we liked,"[850, 78, 474]"
"this title is currently not available.: if it is not available, its not very useful, don't you think so?","eagles: this hd dvd would not play on standard, enhanced, hd or blu ray dvd players. it","[776, 865, 851]"
who cares?: i found the plot predictable; the characters unlovable; and the academic digressions ill-constructed.,"this book has an interesting plot, but the typos and inconsistencies are very distracting. i found the plot predictable; the characters","[154, 927, 852]"
very satisfied: pleased with fast delivery and book was in condition as was stated. satisfied with purchase.,i highly recommend this product and this seller!,"[140, 853, 605]"
awful!!: just another dawn of the dead copyier. was awful don't waist your money. watch resident evil instead!!!!,this album is worse than their previous release. don't buy it...save your money!,"[368, 854, 878]"
dishwandmc2pack: this product is not worth purchasing. the sponge ends come loose immediately when using and fall out!,i use this base coat every time i apply my polish. love the movie. it should be right up there with the classics.,"[536, 855, 977]"
"""greed is good."" - gordon gekko, wallstreet: ""greed is good."" from the movie wallstreet, said by gordon gekko","""greed is good."" - gordon gekko, wallstreet: ""greed is good."" from the movie wallstreet, said by gordon gekko",
"ccie prep.com's book: this book is waste of money, there are only questions/answers. not much explanation. badly written.","if you worry about how much you pay for gas, read this book! end. ccie prep.com's book is waste of money","[15, 857, 579]"
"intellectual gold! brilliant!: if you're looking for intellectual stimulation, to be challenged, provoked, exhilarated, here it is.",+44 - +88/100 - surprisingly literate.angels and airwaves - +44/100 - un,"[664, 858, 990]"
***don't buy***: this cd truly is awful. the lyrics are lame! it must have been written by some speds!!,this cd truly is awful. the lyrics are lame! it must have been written by some speds!!,"[331, 588, 859]"
follow the drinking gourd: a wonderful story about a family escaping slavery using astronomy and song. beautifully illustrated.,"depressing but hopeful book about recovery from drug and alcolhol addiction and return to normal, sober life. follow the drinking gourd","[380, 860, 492]"
"fabulous!: great for washing wounds, and especially great for cleaning piercings, no matter where they are ;)",i love these knives and would recommend them to anybody. oxo flour sifter: perfect sifter. works great,"[465, 861, 650]"
"mountains of spices: easy to read christian book,received in very good condition--yellow with age but binding intact, etc.","4 ingredient dinner: good book to give to someone starting out in their own place. mountains of spices: easy to read christian book,","[77, 682, 862]"
they're jars: the shape does allow you to nestle them together. they're darker in color than the us-made jars.,"encyclopedia britannica 2000: good graphics--poor tech support, hard to load, locks up machines, custom version has","[724, 863, 790]"
"wonderful: just a great album, very accomplished and inspirational. if you like the blind boys you'll lobe ben harper.",the high ceilings is a great band. max heinegg is a musical genius. if you like the blind boys you',"[62, 747, 864]"
"eagles: this hd dvd would not play on standard, enhanced, hd or blu ray dvd players. it was returned.","eagles: this hd dvd would not play on standard, enhanced, hd or blu ray dvd players. it","[776, 865, 851]"
great reference dvd: state-of-the-art dts 5.1. the sound production is superb. thank you mr. elliot scheiner.,"midsomer murders set 2: subtle, but makes an impact. state-of-the-art dts 5.1 sound production","[820, 966, 866]"
unreadable dvd: this dvd will not play in neither my new dvd player nor my computer.beware of seller.,stay away from dlink if you expect ease of use or have mixed operating systems (xp and mac) dvd will not play in neither my,"[395, 903, 867]"
"great concert!: the best of the entire catalog! great music great show, great quality dvd! buy this one!","the product was in excellent condition, and it arrived well ahead of schedule. the best of the entire catalog! great music great show, great quality dvd","[99, 549, 868]"
incredible miniseries: this is an incredible originally-on-television miniseries. fun and very well done - great writing!!,"this is an incredible originally-on-television miniseries. fun and very well done. highly recommended book, my favorite of castane","[55, 869, 181]"
incredible and beautiful: great movie for adult and children very beautiful fairy tale storywaiting for sequel,"the goblin cleaver is pure gold, end of story, a must have for any dvd collection of fantasy fun...dillholes","[217, 265, 870]"
"love it: i really enjoyed this seires, i really think anyone who likes modern fanatasy should watch it.","i really enjoyed this seires, i really think anyone who likes modern fanatasy should watch it..","[342, 845, 871]"
guitar accesories: outstanding product...i love it...does what it says it will do...great service and arrived ahead of schedule.,"fantastic: great service, quick shipping, no hassles, item was in perfect condition. no complaints at all.","[47, 487, 872]"
boring: extremely boring... the first clancy book that was not a constant page turner for me. what happened tom?,the worst of john grisham: is it one story or a bunch of mini-stories totally un-related. huge disappointment.,"[232, 507, 873]"
rainbow too bad: too long. too little action. too many wasted words preaching clancy's views. too boring.,this is clancy's most involved and boring book.do not buy it. as mr. clancy ages ,"[305, 875, 874]"
too long!: as mr. clancy ages he seems to ramble...this book could have been much better with fewer words.,this is clancy's most involved and boring book.do not buy it. as mr. clancy ages ,"[305, 875, 874]"
not the same!: i love this show! season five the funny started slipping. this season stinks. not funny!,season five the funny started slipping. this season stinks. not funny!,"[559, 734, 876]"
it sucked: nothin like the old one..so much slower hard to countrol and even complicated...its a waste of money!,i haven't spent much time with this product. it's very boring. nothin like the old one..so much,"[166, 495, 877]"
don't buy this one!: this album is worse than their previous release. don't buy it...save your money!,this album is worse than their previous release. don't buy it...save your money!,"[368, 854, 878]"
too short: much too generic. just buy how to choose the sex of your baby for more detailed information.,sissy spacek played the part of loretta lynn beautifully. the writing was not really better than that of a,"[846, 991, 879]"
"calder series by janet dailey: i love janet dailey's ""calder"" series. the stories werevery interesting and intriging to read.","i am absolutely hooked on the anita blake series. i love janet dailey's ""calder"" series","[113, 494, 880]"
la pavoni: appearance and specifications are quite similar to the $29.95 lello ariete.are they the same unit?,"aerogrow aerogarden indoor gardening kit with gourmet herbs blackgreat for anyone with little space. descent tool, needs a little more torque and ","[784, 936, 881]"
victory!: it's a wonderful self-help book. :) it helped me get direction and take action toward my future.,"a misandristic selection of ""solutions"" masquerading as a self-help guide for women. informative, eye-open","[273, 491, 882]"
not original songs....don't buy: i was so disappointed. this is not the original version of these songs,"i love this album. great covers, and in mandy's voice sound amazing. i was so disappointed. this is not the","[337, 338, 883]"
riveting!: schlossstein has made a compelling and truly thought provoking thriller given the times we are in !!,schlossstein has made a compelling and truly thought provoking thriller given the times we are in!!,"[7, 884, 264]"
"disc srategies: good book, moves along well, goes over the information that you would like to see. very insightfull","i have never been disappointed with a barbaradelinsky book. enjoyable! good book, moves along well, goes over the information that you","[153, 660, 885]"
"beautiful, simply beautiful.: perfectly cast and well-acted. this a very touching movie without being sappy.","hugh jackman and ashley judd are so funny, you will love this movie. perfectly cast and well-acted, this","[199, 886, 209]"
"so disappointed: i'm a renthead and in my opinion, the movie really didn't do the musical justice. =(",laurel and hardy rare home movies (1923-england): very poornot enough of the good old boyssorry i,"[566, 972, 887]"
excellent!: an amazing movie that does justice to the original stage production. performances are wonderful.,under the tuscan sun was such an enjoyable movie. keanu reeves and charlize theron are,"[23, 366, 888]"
very pleased: i recently received these bags. great product at a great price...i hope they become available once again.,i recently received these bags. great product at a great price...i hope they become available once again.,"[304, 473, 889]"
hally's bible commentary: the book was exactly as described. it arrived when expected and in good condition.good job,dr. eby's claim that jesus did not return in his (eby's) lifetime is false prophet alert ,"[17, 890, 146]"
wonderful book!: i heard this book read at a grief workshop. this book is a wonderful book for families!,lucy maud montgomery turned over in her grave. i heard this book read at a grief workshop.,"[225, 942, 891]"
comment: the quality was bad. some parts were bent.the material is cheap.i don't suggest you to buy this item.,the quality was bad. some parts were bent.the material is cheap.i don't suggest you buy this item..,"[245, 504, 892]"
didn't work: we bought this product to help keep our dog calm after spaying surgery.didn't work at all....very disappointed.,this halti collar worked well at controlling my great dane. he learned not to pull very quickly. we bought this product to help,"[39, 893, 75]"
excellent new rush: i've been listening non-stop since i got it. definitely worth picking up for rush fans.,"sgh-c417 is not as solid, sturdy and strong as the original samsung product. if it drops once","[792, 836, 894]"
